,race,age,gender
12716,white,senior,female
27184,other,adult,male
25553,asian,child,female
20197,other,child,female
26454,white,adult,female
17813,white,adult,male
3437,white,tenager,male
23928,other,tenager,female
40663,white,adult,female
18721,black,tenager,male
9058,white,senior,female
32536,other,adult,male
37722,other,tenager,female
35132,other,adult,female
7831,white,adult,female
4587,white,adult,male
15305,white,adult,female
12553,asian,senior,female
18063,white,senior,female
42741,white,tenager,male
29704,white,tenager,female
34314,white,senior,female
24909,asian,adult,female
19904,asian,young-adult,male
18830,white,child,male
34190,white,adult,male
13771,white,tenager,female
36476,white,senior,female
26544,white,tenager,female
41522,white,tenager,female
22253,asian,senior,male
16201,white,adult,female
13502,white,adult,female
6029,white,child,female
42592,white,senior,female
38535,white,adult,male
31414,white,adult,female
29666,white,adult,female
10310,white,adult,male
14451,white,tenager,female
1133,white,senior,male
38847,white,adult,female
22946,white,adult,male
5924,asian,adult,female
41842,other,adult,male
32964,asian,adult,male
33600,asian,adult,female
34703,white,adult,male
27645,asian,adult,female
2999,white,senior,female
9440,black,adult,male
16748,white,adult,female
26272,asian,tenager,female
24444,white,senior,male
3753,white,adult,female
2535,white,adult,male
15450,asian,adult,female
10674,white,child,female
19311,other,child,female
43798,white,tenager,female
7683,white,tenager,female
40168,white,senior,male
43887,white,senior,male
38783,asian,senior,female
27408,other,adult,male
22513,white,child,female
17586,white,senior,male
40003,other,young-adult,female
23971,white,adult,female
2717,white,adult,female
38586,white,adult,female
44451,white,adult,male
15766,white,tenager,female
31882,white,adult,male
17790,asian,adult,male
33197,asian,senior,male
10214,other,tenager,female
28506,white,senior,female
21459,other,tenager,male
34499,white,adult,male
2389,other,adult,female
27558,white,senior,female
33389,white,adult,male
42983,other,tenager,male
43892,white,adult,female
22698,white,adult,female
36557,white,tenager,female
39881,white,senior,female
32902,white,adult,male
43796,white,tenager,female
26184,white,tenager,male
24693,white,adult,female
19884,white,adult,male
25779,asian,adult,male
33405,other,adult,male
4858,white,adult,female
39174,white,adult,male
36468,white,young-adult,male
17069,white,tenager,male
11214,white,senior,male
7176,asian,adult,female
30453,white,senior,female
20694,white,senior,female
37115,other,adult,male
40166,other,tenager,female
23017,pacific-islander,adult,male
24626,asian,adult,female
32437,other,tenager,male
14175,white,tenager,male
34171,other,adult,male
22033,black,adult,female
38832,asian,adult,female
24033,white,adult,female
20166,white,adult,male
20193,white,tenager,female
20548,other,young-adult,female
40523,black,adult,male
21299,white,senior,female
9356,white,tenager,female
28649,black,tenager,male
37698,other,adult,male
3943,white,tenager,female
12479,asian,adult,female
10055,white,adult,female
43995,white,senior,male
24498,asian,adult,female
30783,white,child,male
35503,white,adult,female
38366,white,adult,male
17383,white,adult,female
7152,asian,adult,female
8697,white,tenager,male
18631,white,adult,male
21076,other,tenager,female
38580,asian,young-adult,female
31621,black,adult,male
15662,other,adult,male
32379,other,adult,female
3159,white,tenager,female
5214,other,adult,female
7004,black,tenager,female
7437,other,tenager,male
14724,asian,adult,female
5466,white,adult,female
34838,black,child,female
35569,other,child,male
27063,other,adult,male
3152,white,adult,female
35666,black,adult,female
33759,white,senior,female
9817,white,adult,male
34347,other,child,female
25400,white,adult,male
20557,asian,adult,male
9272,white,adult,male
23561,white,tenager,female
4411,black,tenager,female
44583,white,adult,male
19674,native,senior,female
28430,other,adult,male
6106,white,senior,female
31232,white,adult,male
22172,white,senior,male
18074,white,tenager,female
458,asian,adult,female
630,white,senior,male
18660,white,tenager,male
29563,asian,adult,female
7145,white,adult,female
42299,white,child,female
21491,white,tenager,female
29305,white,tenager,male
17477,white,senior,male
5820,white,adult,male
19993,asian,child,female
38672,other,adult,female
8250,asian,child,male
36702,white,tenager,female
20180,black,adult,female
3658,white,adult,male
41260,white,adult,male
26335,white,senior,female
38865,white,adult,male
10197,white,adult,female
17522,white,young-adult,male
11037,white,senior,female
35639,white,adult,male
29583,other,tenager,female
37485,white,adult,female
39438,white,senior,female
25357,white,adult,female
5740,white,tenager,female
14484,white,senior,female
31596,white,adult,male
26378,other,senior,female
6972,other,tenager,female
33421,black,child,female
6695,asian,adult,female
8516,white,adult,female
14892,native,senior,female
15537,white,adult,female
44429,asian,adult,female
13365,white,adult,female
43397,other,child,female
43447,other,adult,male
8409,black,adult,male
35767,other,child,male
32969,asian,adult,female
32398,white,adult,male
11693,white,adult,male
27645,asian,adult,female
12728,asian,adult,female
23282,white,senior,female
37187,asian,tenager,male
34075,other,adult,male
18445,white,adult,female
41120,white,adult,female
19314,white,adult,male
21483,asian,adult,female
24912,black,adult,female
10692,asian,adult,female
29379,white,adult,male
44022,white,senior,male
10425,white,adult,female
3259,white,tenager,female
29502,white,senior,male
44096,asian,young-adult,female
11167,white,senior,female
36313,asian,adult,male
13421,white,adult,female
3136,asian,tenager,female
6549,other,tenager,male
13053,asian,adult,female
31298,white,senior,male
1388,native,adult,male
18861,black,adult,male
24064,white,senior,male
33600,asian,adult,female
10249,white,adult,female
4528,native,tenager,female
41952,white,adult,female
3272,white,adult,male
13333,white,adult,male
29516,white,senior,male
12990,white,adult,female
4821,white,child,male
33847,white,adult,male
34759,other,adult,male
27315,white,adult,male
2576,white,senior,male
10988,asian,tenager,female
3153,black,adult,male
38230,asian,adult,female
44783,white,child,male
19684,white,senior,male
36823,other,senior,female
43450,other,adult,male
35560,other,adult,female
5182,asian,adult,female
43645,white,tenager,male
4494,asian,adult,female
38528,white,adult,female
10693,asian,adult,male
44429,asian,adult,female
27180,white,young-adult,male
28836,white,adult,female
14296,white,adult,female
23496,native,adult,female
29924,white,adult,male
3201,white,tenager,female
10217,white,tenager,male
28869,white,adult,female
14982,asian,adult,male
28458,white,senior,female
26272,asian,tenager,female
22092,white,adult,male
17553,white,adult,male
43196,other,adult,female
32355,other,young-adult,female
3704,white,tenager,female
22400,asian,tenager,female
31574,white,tenager,male
17729,white,tenager,female
3501,white,adult,female
14682,other,tenager,male
298,white,adult,female
11672,white,adult,female
27507,native,senior,male
42367,white,adult,male
32105,white,tenager,male
40202,other,tenager,female
17602,other,senior,male
25778,asian,adult,male
35095,native,adult,female
538,native,adult,male
13418,white,adult,male
18054,black,young-adult,male
20504,black,adult,female
42320,white,tenager,female
4117,white,adult,male
40083,asian,young-adult,male
5242,pacific-islander,senior,male
43508,other,young-adult,female
36278,white,senior,male
34587,white,senior,female
12767,black,adult,male
40969,white,adult,female
40554,pacific-islander,adult,male
6848,black,child,female
30425,asian,adult,male
44475,asian,adult,female
12637,other,child,male
15251,white,child,male
32923,other,adult,female
35895,native,tenager,female
6648,white,adult,female
23159,white,young-adult,female
15851,white,senior,male
35807,other,tenager,female
23855,white,senior,female
28231,asian,adult,male
36074,other,adult,male
22019,white,young-adult,male
22589,white,adult,female
34508,white,senior,female
8995,white,adult,female
42742,white,adult,male
27319,white,young-adult,female
36146,other,young-adult,female
10952,white,adult,male
11554,white,tenager,male
3177,white,tenager,female
35586,white,young-adult,female
5348,asian,tenager,male
3877,white,adult,male
18928,black,child,female
38987,other,child,female
20808,white,tenager,male
43452,other,young-adult,female
24286,other,tenager,female
20892,white,adult,male
16300,white,tenager,female
38521,white,child,female
18640,black,adult,male
37161,white,senior,female
18947,white,senior,male
38755,white,tenager,female
41037,other,adult,male
39511,other,adult,male
1153,white,adult,male
24987,asian,senior,female
39271,white,young-adult,male
3257,white,adult,male
20042,white,adult,female
10903,white,adult,male
16781,white,child,male
27804,white,adult,male
1251,other,tenager,female
11128,asian,adult,male
27286,black,young-adult,male
18254,white,senior,female
29925,asian,adult,male
14491,white,child,male
40208,white,adult,female
40608,other,adult,female
21644,white,adult,male
36229,asian,adult,male
10010,white,adult,male
25778,asian,adult,male
43285,other,adult,female
528,other,tenager,female
28649,black,tenager,male
29251,white,adult,male
27205,white,adult,male
2254,white,adult,female
42922,white,adult,female
36342,white,young-adult,male
442,white,adult,female
13629,white,senior,female
42163,black,tenager,male
4362,white,adult,female
33621,other,adult,female
39798,black,tenager,male
22024,white,senior,female
12930,native,young-adult,male
38819,white,senior,male
3744,asian,adult,male
30537,white,senior,female
36092,asian,tenager,male
25479,white,tenager,male
42980,other,adult,female
9434,white,senior,male
13504,white,adult,male
9448,white,adult,male
7410,white,senior,female
16110,black,adult,female
23666,white,adult,male
37197,asian,adult,male
40980,white,adult,male
38579,asian,young-adult,male
41979,other,adult,female
17841,white,senior,male
22579,white,adult,male
35618,white,senior,male
39411,other,adult,male
38756,white,tenager,female
39522,other,senior,male
41311,other,senior,female
43466,white,young-adult,female
17373,white,senior,male
11351,white,adult,male
43710,asian,young-adult,male
37467,white,adult,male
12770,other,tenager,male
9701,asian,adult,male
35740,white,tenager,female
33685,other,senior,male
8311,white,adult,male
16392,white,adult,male
39767,white,adult,female
14724,asian,adult,female
29805,white,adult,female
19239,white,adult,female
21745,other,tenager,male
26538,white,child,male
25158,white,adult,male
5945,white,tenager,male
6680,white,senior,female
19063,asian,adult,female
25818,asian,young-adult,male
44518,asian,adult,female
32545,white,adult,female
33840,black,adult,male
33620,other,adult,male
40894,asian,tenager,male
15075,white,adult,female
31915,white,adult,female
23255,asian,adult,male
41566,other,young-adult,male
42566,other,tenager,male
32767,white,adult,female
6271,asian,adult,male
9390,white,senior,male
6310,white,senior,male
36253,white,young-adult,male
6488,asian,adult,female
23655,white,adult,male
39086,white,senior,female
18999,other,tenager,male
40891,asian,adult,male
8368,black,young-adult,male
5418,white,senior,male
7253,white,adult,female
28701,white,senior,female
29587,asian,tenager,female
4240,black,adult,male
24275,white,tenager,male
30112,white,adult,male
23266,white,adult,male
37362,asian,senior,male
24349,white,adult,female
22402,asian,tenager,female
31393,white,adult,male
6360,asian,senior,male
18146,other,adult,male
8224,other,tenager,female
18436,white,senior,female
42968,white,adult,female
43967,asian,adult,male
25942,pacific-islander,adult,male
24713,white,senior,female
12454,white,young-adult,male
25718,white,adult,male
27700,other,adult,male
33603,asian,tenager,male
30506,other,senior,female
2485,white,tenager,female
44649,white,adult,female
1861,white,tenager,female
34357,white,senior,female
18689,white,adult,female
32594,white,young-adult,female
25475,other,adult,female
27641,asian,adult,male
13262,asian,adult,female
31281,other,child,male
25279,white,senior,female
19711,asian,adult,female
10607,white,adult,male
39031,asian,adult,male
20719,white,child,male
23187,white,tenager,male
17055,white,senior,male
196,white,adult,male
38123,white,senior,female
32039,other,young-adult,female
38836,white,adult,male
31845,white,adult,male
6066,white,senior,male
22249,white,tenager,female
41318,other,senior,male
16240,black,tenager,male
16610,white,adult,male
44204,white,adult,female
6695,asian,adult,female
26794,white,child,male
33417,black,tenager,male
33900,other,adult,male
12245,white,adult,male
43210,white,senior,female
6906,white,senior,female
18931,white,adult,female
35841,other,adult,female
11265,white,adult,female
10142,white,tenager,female
12719,white,senior,male
12495,white,adult,male
19200,white,tenager,male
8406,black,young-adult,female
25552,asian,adult,female
1746,white,adult,male
36720,white,adult,male
34992,white,tenager,female
22399,asian,adult,female
44499,other,adult,male
15131,asian,young-adult,female
35515,white,senior,female
26410,white,adult,female
42143,asian,adult,female
14553,other,adult,female
16238,black,tenager,male
24406,asian,adult,female
41011,black,adult,male
43967,asian,adult,male
6767,white,tenager,male
10851,white,adult,female
2186,white,senior,male
5555,asian,tenager,male
8420,asian,young-adult,female
27259,white,senior,female
35648,white,senior,male
19485,white,adult,male
44397,white,adult,female
6027,white,adult,female
40244,other,child,female
39990,black,senior,female
38673,other,tenager,male
31350,other,senior,female
39050,other,adult,female
35612,other,adult,male
29297,white,adult,female
10082,black,adult,male
33171,white,child,male
22838,white,tenager,female
16230,black,tenager,female
38966,other,tenager,male
25366,other,senior,male
37965,white,adult,male
32969,asian,adult,female
36523,other,child,male
5819,white,adult,female
31096,asian,adult,female
21107,white,adult,male
37596,white,adult,male
31759,white,senior,female
38870,white,senior,male
24940,white,adult,female
23017,pacific-islander,adult,male
5079,black,adult,male
14506,white,adult,male
28459,asian,adult,male
22605,white,senior,female
2029,white,tenager,female
17788,asian,adult,male
16576,white,tenager,female
17907,native,adult,male
39943,other,tenager,male
1402,white,senior,male
7956,white,adult,male
13768,other,tenager,female
26580,other,young-adult,female
22866,white,adult,female
24819,white,senior,male
40450,black,tenager,male
38627,other,senior,female
7025,asian,adult,male
1241,white,young-adult,male
13084,asian,adult,male
29123,white,adult,male
36519,white,senior,female
9366,black,adult,male
37505,white,senior,female
39861,white,tenager,female
31892,white,senior,female
5581,white,tenager,female
41435,pacific-islander,senior,female
34596,white,senior,male
40908,white,adult,male
5840,black,adult,female
3602,white,adult,male
26042,white,adult,female
3550,white,senior,female
40554,pacific-islander,adult,male
38230,asian,adult,female
38407,white,senior,female
28599,other,adult,male
21310,white,adult,male
31334,other,tenager,female
37464,other,tenager,female
38306,white,adult,male
24626,asian,adult,female
38343,black,tenager,male
8251,asian,child,male
37205,white,senior,male
1482,native,adult,female
2040,white,tenager,male
32141,white,senior,female
9810,white,tenager,male
14675,other,child,male
32155,white,adult,male
40309,white,adult,male
33061,white,senior,male
29459,white,child,male
2989,white,adult,female
1737,white,adult,female
24355,white,senior,female
39706,other,adult,female
16042,other,young-adult,female
43471,black,tenager,male
26680,pacific-islander,adult,male
36317,white,young-adult,male
6502,white,adult,female
3653,white,tenager,female
41504,white,adult,female
29450,white,adult,male
3631,white,adult,male
7309,white,young-adult,female
17930,white,tenager,male
2608,other,adult,male
16679,white,adult,female
6919,asian,adult,female
29712,asian,adult,male
38417,black,tenager,female
7177,asian,young-adult,male
6549,other,tenager,male
11030,white,adult,female
5344,asian,adult,male
24234,white,senior,female
5078,other,tenager,male
43947,white,tenager,male
7361,white,adult,male
3435,white,tenager,female
41121,white,young-adult,female
563,white,adult,female
5852,white,adult,male
6271,asian,adult,male
34250,white,tenager,male
42235,white,tenager,male
12728,asian,adult,female
41869,other,tenager,female
36092,asian,tenager,male
8720,other,young-adult,male
11939,white,tenager,female
1338,white,tenager,male
40894,asian,tenager,male
24274,white,adult,female
22470,white,senior,female
7308,white,adult,male
4382,native,adult,male
29119,other,tenager,female
2467,white,child,female
19419,asian,young-adult,female
24048,native,young-adult,female
41948,other,adult,male
17301,white,adult,male
16539,white,adult,female
25590,white,senior,female
2783,white,adult,male
17552,white,adult,female
29185,other,tenager,male
8834,white,young-adult,male
43969,other,tenager,female
39411,other,adult,male
12590,white,senior,male
17792,asian,adult,male
7152,asian,adult,female
41310,white,senior,male
13678,white,adult,female
7025,asian,adult,male
44096,asian,young-adult,female
27488,black,young-adult,male
17779,white,adult,male
29912,asian,young-adult,female
39116,other,child,female
7857,white,adult,female
28876,other,tenager,female
16832,white,tenager,male
28864,other,senior,male
9432,white,young-adult,male
23257,asian,tenager,male
44476,asian,adult,male
26525,asian,tenager,male
36955,white,child,female
32652,white,child,male
30856,white,adult,male
21253,white,adult,female
29358,other,senior,female
12176,white,senior,female
38832,asian,adult,female
43713,asian,child,male
32907,white,senior,female
26559,white,child,female
43713,asian,child,male
6361,asian,senior,female
17790,asian,adult,male
28830,white,adult,male
20838,white,adult,male
21113,white,senior,male
30655,asian,adult,female
6853,white,adult,male
36229,asian,adult,male
34661,other,child,male
42833,white,senior,male
23420,white,adult,female
13359,white,senior,female
36837,white,senior,female
18250,other,adult,male
42379,white,tenager,female
42143,asian,adult,female
11423,white,adult,male
38911,white,senior,male
22561,black,adult,female
25932,white,adult,male
40891,asian,adult,male
9217,asian,young-adult,male
6067,white,senior,female
1546,black,adult,male
29849,white,adult,male
5974,white,tenager,female
8121,white,adult,male
11559,white,senior,female
38177,white,adult,male
23678,white,adult,female
9441,black,adult,male
8223,asian,adult,female
21706,white,senior,female
38966,other,tenager,male
25732,asian,adult,male
29106,other,senior,female
29894,other,adult,male
5725,white,senior,male
44637,asian,senior,male
44714,white,adult,male
15079,white,child,female
31745,white,senior,male
27645,asian,adult,female
20370,white,adult,male
8248,asian,adult,male
40785,white,senior,male
33754,white,adult,male
11454,white,tenager,female
33657,other,adult,female
11590,white,tenager,female
3668,white,tenager,male
14756,white,senior,female
36950,pacific-islander,senior,male
42230,other,tenager,male
25779,asian,adult,male
29482,white,adult,female
2438,white,young-adult,male
6921,other,child,male
41052,other,senior,female
1357,white,tenager,male
27832,white,tenager,female
25156,white,adult,male
2062,white,adult,female
1000,white,tenager,female
19668,white,senior,female
6226,black,young-adult,male
12010,white,child,male
27179,other,young-adult,male
32966,asian,tenager,female
5389,white,adult,female
40806,white,adult,male
35514,other,senior,male
32969,asian,adult,female
31734,white,senior,female
34644,white,adult,female
41443,other,adult,female
37687,other,adult,male
22202,other,adult,male
33257,white,adult,female
39148,black,tenager,female
25163,other,adult,male
28158,other,adult,female
14730,black,tenager,female
35226,white,adult,male
17679,asian,adult,male
1538,white,adult,female
35263,white,senior,female
30042,white,adult,male
5289,white,senior,male
26420,white,adult,male
37569,other,adult,male
41922,other,adult,male
12977,other,adult,female
30927,other,senior,female
41411,white,adult,male
14679,white,senior,male
18385,white,tenager,female
3084,other,child,male
6919,asian,adult,female
16738,white,senior,female
37254,asian,senior,female
38048,white,adult,female
43481,white,senior,male
9566,white,adult,female
23949,white,senior,female
37870,white,senior,female
33562,white,adult,female
8705,white,adult,male
7087,white,senior,male
3803,white,senior,male
34479,white,adult,male
29582,white,adult,male
27226,white,senior,male
5498,white,adult,female
38170,white,tenager,male
38230,asian,adult,female
32043,white,young-adult,male
21913,white,adult,male
5104,asian,adult,male
35572,white,senior,female
25552,asian,adult,female
31722,white,tenager,male
26764,white,adult,male
15906,asian,tenager,male
28475,white,senior,male
7144,other,senior,female
1681,white,adult,female
40100,white,senior,male
10692,asian,adult,female
31100,white,adult,male
36229,asian,adult,male
19374,native,adult,female
36529,other,adult,male
13079,asian,adult,male
38230,asian,adult,female
35605,white,adult,male
18410,asian,adult,male
29588,asian,tenager,female
6750,white,adult,male
16803,black,tenager,male
26634,white,senior,female
7267,white,child,female
12554,black,adult,female
29690,white,senior,female
32179,native,adult,male
41652,white,adult,female
34233,white,senior,male
3516,other,adult,male
12618,white,adult,female
27767,other,tenager,female
6360,asian,senior,male
2889,white,tenager,male
837,white,adult,male
35560,other,adult,female
26944,white,tenager,female
19062,asian,senior,male
4668,white,young-adult,female
20212,white,adult,male
8612,asian,young-adult,female
32769,white,adult,female
43710,asian,young-adult,male
40896,asian,tenager,male
27369,black,adult,male
23255,asian,adult,male
32499,white,senior,female
19993,asian,child,female
806,white,adult,male
3153,black,adult,male
20793,white,tenager,male
26893,white,senior,male
40450,black,tenager,male
20180,black,adult,female
21153,white,adult,female
21298,white,senior,male
8086,black,tenager,female
20678,white,young-adult,female
27481,white,senior,female
7025,asian,adult,male
3862,white,adult,male
27669,other,adult,male
25016,white,adult,female
15812,white,adult,male
39983,other,young-adult,male
22229,white,adult,female
19553,white,senior,female
23231,white,senior,male
3189,white,adult,male
36009,white,young-adult,female
7329,white,tenager,male
34838,black,child,female
21844,white,tenager,male
25786,white,senior,female
15825,white,adult,female
3160,white,adult,male
40230,white,tenager,male
32964,asian,adult,male
19711,asian,adult,female
25778,asian,adult,male
20555,white,adult,male
13763,other,adult,female
14455,asian,senior,male
13084,asian,adult,male
28021,white,tenager,female
10179,white,tenager,male
1250,other,adult,female
19074,white,tenager,female
5171,white,tenager,male
2395,white,adult,female
40087,white,tenager,female
6980,white,senior,male
35782,white,child,female
21921,white,adult,male
3547,white,adult,female
7004,black,tenager,female
23312,white,child,male
3598,asian,adult,female
9148,black,young-adult,female
7957,white,senior,male
39878,white,senior,male
42123,other,adult,female
44471,black,adult,male
35561,other,young-adult,male
34589,white,adult,male
5349,asian,senior,female
1386,white,adult,male
39253,white,tenager,male
25809,white,adult,female
33331,white,young-adult,male
40642,white,senior,male
10417,white,adult,male
469,asian,adult,female
25705,white,adult,male
31363,white,adult,male
26072,white,adult,female
38718,white,adult,female
36313,asian,adult,male
40896,asian,tenager,male
35614,other,adult,male
34563,white,child,female
44361,white,adult,female
43196,other,adult,female
31569,white,adult,female
13638,white,adult,male
41316,white,tenager,female
27735,white,adult,male
31463,white,adult,female
1027,white,adult,female
26871,white,senior,male
1096,white,senior,female
5037,white,senior,male
3996,other,tenager,male
22271,white,adult,male
44523,white,tenager,male
27349,white,adult,female
14975,white,tenager,male
16054,white,adult,male
40647,black,tenager,male
1829,white,senior,male
42335,white,adult,male
31775,white,tenager,female
29409,white,child,female
32777,asian,young-adult,female
36182,asian,adult,male
16996,white,adult,female
17600,other,child,male
26271,asian,adult,female
31963,white,adult,male
18282,white,adult,male
10319,white,young-adult,male
31943,white,adult,female
43844,white,senior,male
6847,black,tenager,female
35429,white,adult,female
36824,black,senior,male
36781,white,adult,female
21486,other,child,male
33038,white,adult,male
25444,white,adult,female
507,white,adult,female
41820,pacific-islander,senior,male
17285,white,senior,female
676,white,adult,female
1805,white,senior,female
2183,other,tenager,male
10610,white,adult,female
8342,asian,young-adult,male
7144,other,senior,female
38804,white,young-adult,female
33065,white,adult,male
32966,asian,tenager,female
14800,white,senior,male
20428,white,adult,male
41136,white,senior,male
14724,asian,adult,female
14556,white,adult,male
41220,other,tenager,male
6199,white,adult,male
12568,white,tenager,female
30004,white,adult,female
43339,white,adult,male
18334,white,senior,female
3927,white,adult,female
13721,white,adult,male
26343,white,senior,male
35666,black,adult,female
38688,white,senior,male
39772,white,senior,female
23032,white,tenager,male
5128,other,tenager,female
44223,white,senior,female
6693,white,tenager,female
25942,pacific-islander,adult,male
18102,white,tenager,male
16554,asian,young-adult,female
3600,white,adult,female
18673,white,senior,male
37663,white,adult,male
33604,asian,tenager,male
12624,other,adult,male
14971,white,child,male
37366,other,senior,female
38924,white,child,female
7959,white,adult,female
8517,white,young-adult,male
44049,white,tenager,male
27081,white,young-adult,male
30624,other,child,female
35860,other,adult,male
38742,asian,tenager,female
19773,white,adult,male
39778,white,tenager,male
28521,white,tenager,female
25554,asian,adult,male
40714,other,adult,female
38464,white,adult,female
20861,white,adult,female
41307,black,adult,female
39707,other,young-adult,male
22960,white,senior,male
11119,white,tenager,male
23782,white,adult,female
36605,white,tenager,female
33244,other,child,female
2747,white,adult,male
1383,white,senior,male
22105,white,senior,male
43610,other,tenager,male
8144,white,adult,male
25629,white,adult,female
8571,other,tenager,male
43711,asian,young-adult,female
18305,white,young-adult,male
32219,native,adult,male
39940,other,adult,female
32849,white,adult,male
3311,white,adult,male
36860,white,senior,female
16628,white,young-adult,male
14763,white,senior,male
7577,white,adult,female
22136,white,adult,female
34527,white,senior,female
39638,other,adult,male
8406,black,young-adult,female
33516,other,senior,female
5525,white,tenager,female
46,white,adult,male
26321,asian,young-adult,male
35498,white,child,female
29249,native,child,male
35921,black,adult,male
41140,white,adult,male
15445,white,adult,male
20440,black,adult,female
2986,white,adult,female
37669,white,senior,female
19402,white,adult,female
33039,other,adult,male
29414,white,adult,male
22464,white,tenager,female
9306,black,adult,male
5547,white,adult,male
37922,white,adult,male
20127,other,adult,female
39943,other,tenager,male
37047,other,senior,male
18200,white,senior,female
4539,black,adult,male
31081,white,tenager,female
28435,other,tenager,male
19818,white,senior,female
1643,black,adult,female
5242,pacific-islander,senior,male
6488,asian,adult,female
11195,white,child,female
13628,white,senior,male
12011,white,adult,male
43972,other,child,female
24510,white,adult,female
44553,white,tenager,female
4411,black,tenager,female
38106,white,senior,female
44151,white,adult,female
31960,white,adult,male
44637,asian,senior,male
4638,other,senior,female
41791,white,adult,male
18205,asian,young-adult,female
21962,black,adult,male
41654,other,child,female
33911,white,senior,female
22469,white,senior,female
25772,white,tenager,female
39147,black,adult,female
29860,white,tenager,female
13632,other,adult,male
31530,white,senior,male
12241,white,child,female
699,white,adult,male
9013,other,adult,male
23924,other,tenager,male
39024,white,adult,male
36872,other,tenager,male
20945,white,adult,male
21619,white,senior,male
32750,white,adult,female
23435,white,tenager,female
39464,white,tenager,female
4935,white,tenager,male
40463,white,senior,female
39545,other,tenager,female
8436,asian,young-adult,female
5105,asian,adult,female
44489,other,tenager,male
41250,other,young-adult,male
34377,white,adult,male
39765,white,adult,male
30802,white,senior,male
40896,asian,tenager,male
32801,white,tenager,female
23230,white,senior,female
13940,white,adult,female
40953,white,young-adult,male
6943,white,child,female
3744,asian,adult,male
19904,asian,young-adult,male
6470,white,adult,female
528,other,tenager,female
13054,asian,young-adult,female
6695,asian,adult,female
12260,black,adult,female
18948,white,senior,female
36032,white,young-adult,male
28892,white,adult,female
8251,asian,child,male
2296,asian,senior,female
7857,white,adult,female
35949,other,tenager,female
6928,white,adult,female
6887,white,young-adult,female
2940,white,child,male
26523,asian,tenager,female
5215,other,tenager,female
2857,white,adult,male
27383,black,tenager,male
31985,white,adult,male
34488,white,senior,female
17639,white,adult,male
13263,asian,adult,male
31877,asian,adult,male
7052,white,adult,female
25382,other,adult,female
7280,other,adult,female
14390,white,adult,female
37197,asian,adult,male
12232,white,adult,male
7866,asian,adult,female
40555,pacific-islander,adult,female
17147,white,adult,female
6542,white,adult,male
17817,white,tenager,female
5554,asian,adult,female
1468,white,adult,female
16578,white,adult,female
22830,white,senior,male
44072,black,adult,male
27179,other,young-adult,male
21490,white,tenager,female
37720,other,tenager,male
32314,other,adult,female
4940,white,tenager,male
41394,white,adult,male
34858,white,tenager,male
36130,black,adult,female
16480,white,senior,female
4411,black,tenager,female
40586,white,senior,female
13332,asian,young-adult,female
44439,black,child,male
11375,native,adult,male
33212,white,adult,male
40324,other,adult,male
22308,white,child,male
16530,other,senior,female
28014,other,senior,female
5015,white,tenager,male
12162,black,adult,male
30141,white,child,male
32080,white,senior,male
41495,white,tenager,male
11843,white,adult,female
36282,black,adult,female
38782,asian,senior,male
562,white,senior,male
26192,white,senior,female
8069,white,adult,male
42786,other,young-adult,male
25328,asian,adult,female
10544,white,adult,female
41103,white,adult,female
37426,white,senior,female
29718,other,tenager,female
6361,asian,senior,female
21475,white,senior,female
44231,other,adult,male
31340,white,adult,male
28440,white,tenager,female
43567,white,senior,male
28997,white,adult,female
31096,asian,adult,female
30535,white,tenager,female
23817,white,child,male
1014,white,young-adult,female
4716,white,tenager,female
2284,white,adult,male
26081,white,senior,female
12638,other,child,female
36092,asian,tenager,male
37036,other,adult,female
28028,white,adult,male
19406,white,adult,female
32111,white,adult,female
8612,asian,young-adult,female
29296,white,senior,male
20830,white,adult,male
9192,white,adult,male
30574,white,tenager,female
20904,white,senior,male
3956,other,tenager,female
14033,white,adult,female
42179,white,adult,male
13052,asian,adult,male
26526,asian,child,female
37199,other,tenager,female
12794,white,senior,female
9391,white,adult,female
12462,white,adult,female
44476,asian,adult,male
15071,white,senior,female
9970,other,adult,female
30317,white,young-adult,female
35422,white,adult,female
22402,asian,tenager,female
30162,white,senior,male
25817,asian,adult,female
40687,white,senior,male
22466,white,senior,male
10478,white,young-adult,male
4230,white,adult,male
35947,white,adult,female
31589,other,adult,female
36081,asian,young-adult,male
8249,asian,young-adult,female
33243,asian,adult,female
33230,white,adult,male
9138,other,young-adult,female
36965,white,adult,male
17243,white,adult,female
4548,white,senior,female
6123,white,young-adult,female
20352,other,adult,male
23474,white,young-adult,female
42489,white,adult,male
7193,white,senior,female
25329,asian,adult,male
17979,asian,young-adult,female
24383,other,tenager,male
14167,other,young-adult,female
9343,black,adult,male
6823,white,senior,female
26526,asian,child,female
38343,black,tenager,male
44304,white,adult,female
10690,white,tenager,male
23255,asian,adult,male
41633,white,senior,female
15131,asian,young-adult,female
15414,other,adult,male
23859,white,adult,female
24442,white,adult,male
44501,other,tenager,male
13120,asian,adult,male
40001,other,adult,female
18647,asian,tenager,male
5554,asian,adult,female
29772,other,adult,male
37840,white,adult,female
30425,asian,adult,male
7993,white,senior,male
18645,white,tenager,female
19460,white,senior,male
39558,black,tenager,male
19990,asian,adult,female
7926,white,senior,male
37851,white,tenager,female
5345,asian,adult,female
44475,asian,adult,female
44440,black,child,male
34789,white,adult,female
31695,white,adult,male
3391,white,adult,female
