,SERIALNO,AGEP,SCHL,SEX,RAC1P,HINCP,VEH,NP
43291,2021HU1170624,tenager,below-high,female,white,10,3.0,4.0
43292,2021HU1170624,tenager,below-high,female,white,10,3.0,4.0
43293,2021HU1170856,adult,High-school,male,white,7,3.0,2.0
43294,2021HU1170856,adult,college,female,white,7,3.0,2.0
43295,2021HU1170995,senior,below-high,male,white,2,2.0,1.0
43296,2021HU1171034,senior,college,male,white,5,2.0,2.0
43297,2021HU1171034,young-adult,Bachelor,male,white,5,2.0,2.0
43298,2021HU1171087,young-adult,below-high,female,white,6,2.0,2.0
43299,2021HU1171087,young-adult,below-high,female,white,6,2.0,2.0
43300,2021HU1171524,senior,college,male,white,10,3.0,2.0
43301,2021HU1171524,senior,college,female,white,10,3.0,2.0
43302,2021HU1172246,senior,college,male,white,4,2.0,2.0
43303,2021HU1172246,adult,college,female,other,4,2.0,2.0
43304,2021HU1172268,senior,below-high,female,white,2,1.0,1.0
43305,2021HU1172428,senior,High-school,female,white,5,1.0,1.0
43306,2021HU1172789,adult,Bachelor,female,white,5,2.0,1.0
43307,2021HU1172993,senior,college,male,white,6,2.0,2.0
43308,2021HU1172993,senior,college,female,white,6,2.0,2.0
43309,2021HU1173660,senior,High-school,female,white,3,1.0,1.0
43310,2021HU1173756,senior,High-school,male,white,6,2.0,2.0
43311,2021HU1173756,senior,college,female,white,6,2.0,2.0
43312,2021HU1174763,adult,college,male,white,8,3.0,5.0
43313,2021HU1174763,adult,Graduate,female,white,8,3.0,5.0
43314,2021HU1174763,tenager,below-high,female,white,8,3.0,5.0
43315,2021HU1174763,tenager,below-high,female,white,8,3.0,5.0
43316,2021HU1174763,child,below-high,female,white,8,3.0,5.0
43317,2021HU1174882,adult,college,male,white,8,2.0,2.0
43318,2021HU1174882,adult,college,female,white,8,2.0,2.0
43319,2021HU1175197,adult,High-school,female,native,2,1.0,1.0
43320,2021HU1175464,adult,below-high,male,white,3,3.0,1.0
43321,2021HU1175563,adult,High-school,male,white,6,1.0,1.0
43322,2021HU1175587,senior,Graduate,male,white,8,2.0,2.0
43323,2021HU1175587,senior,below-high,female,other,8,2.0,2.0
43324,2021HU1175656,senior,Bachelor,male,white,7,3.0,1.0
43325,2021HU1176171,young-adult,college,male,white,7,0.0,2.0
43326,2021HU1176171,adult,college,female,white,7,0.0,2.0
43327,2021HU1176363,adult,Bachelor,female,white,7,3.0,3.0
43328,2021HU1176363,adult,Bachelor,male,other,7,3.0,3.0
43329,2021HU1176363,child,below-high,female,other,7,3.0,3.0
43330,2021HU1177505,adult,High-school,male,white,6,2.0,2.0
43331,2021HU1177505,senior,High-school,female,white,6,2.0,2.0
43332,2021HU1178071,adult,college,male,white,8,3.0,5.0
43333,2021HU1178071,adult,college,female,white,8,3.0,5.0
43334,2021HU1178071,tenager,below-high,male,white,8,3.0,5.0
43335,2021HU1178071,child,below-high,male,white,8,3.0,5.0
43336,2021HU1178071,child,below-high,female,white,8,3.0,5.0
43337,2021HU1178288,adult,High-school,male,white,4,2.0,1.0
43338,2021HU1178458,adult,college,female,white,8,3.0,4.0
43339,2021HU1178458,adult,college,male,white,8,3.0,4.0
43340,2021HU1178458,young-adult,High-school,male,white,8,3.0,4.0
43341,2021HU1178458,tenager,below-high,male,white,8,3.0,4.0
43342,2021HU1178487,adult,college,female,white,6,3.0,5.0
43343,2021HU1178487,adult,college,male,white,6,3.0,5.0
43344,2021HU1178487,child,below-high,male,white,6,3.0,5.0
43345,2021HU1178487,child,below-high,male,white,6,3.0,5.0
43346,2021HU1178487,child,below-high,female,white,6,3.0,5.0
43347,2021HU1178688,senior,college,female,white,7,3.0,2.0
43348,2021HU1178688,senior,college,male,white,7,3.0,2.0
43349,2021HU1179591,adult,Bachelor,female,white,8,2.0,5.0
43350,2021HU1179591,adult,Bachelor,male,white,8,2.0,5.0
43351,2021HU1179591,tenager,below-high,female,white,8,2.0,5.0
43352,2021HU1179591,child,below-high,male,white,8,2.0,5.0
43353,2021HU1179591,child,below-high,female,white,8,2.0,5.0
43354,2021HU1179865,senior,High-school,male,white,2,2.0,1.0
43355,2021HU1180049,young-adult,college,male,white,4,2.0,1.0
43356,2021HU1180361,adult,Bachelor,female,white,8,3.0,3.0
43357,2021HU1180361,adult,Bachelor,male,white,8,3.0,3.0
43358,2021HU1180361,tenager,High-school,male,white,8,3.0,3.0
43359,2021HU1180698,adult,Bachelor,male,white,5,2.0,1.0
43360,2021HU1181148,adult,college,female,other,8,1.0,7.0
43361,2021HU1181148,adult,below-high,male,other,8,1.0,7.0
43362,2021HU1181148,tenager,below-high,female,other,8,1.0,7.0
43363,2021HU1181148,tenager,below-high,male,other,8,1.0,7.0
43364,2021HU1181148,tenager,below-high,male,other,8,1.0,7.0
43365,2021HU1181148,child,below-high,female,other,8,1.0,7.0
43366,2021HU1181148,child,below-high,female,other,8,1.0,7.0
43367,2021HU1181226,senior,High-school,male,white,2,3.0,1.0
43368,2021HU1181250,senior,High-school,male,white,2,2.0,2.0
43369,2021HU1181250,senior,college,female,white,2,2.0,2.0
43370,2021HU1181398,adult,High-school,female,native,9,3.0,5.0
43371,2021HU1181398,adult,High-school,male,white,9,3.0,5.0
43372,2021HU1181398,tenager,below-high,female,native,9,3.0,5.0
43373,2021HU1181398,tenager,below-high,female,native,9,3.0,5.0
43374,2021HU1181398,senior,High-school,female,native,9,3.0,5.0
43375,2021HU1182331,adult,Bachelor,male,white,6,3.0,3.0
43376,2021HU1182331,adult,Bachelor,female,white,6,3.0,3.0
43377,2021HU1182331,young-adult,Bachelor,male,white,6,3.0,3.0
43378,2021HU1182572,adult,High-school,female,white,2,1.0,3.0
43379,2021HU1182572,tenager,below-high,female,white,2,1.0,3.0
43380,2021HU1182572,child,below-high,male,white,2,1.0,3.0
43381,2021HU1182599,senior,Bachelor,female,white,4,1.0,1.0
43382,2021HU1183360,senior,Graduate,male,white,3,3.0,2.0
43383,2021HU1183360,senior,Bachelor,female,white,3,3.0,2.0
43384,2021HU1183664,adult,college,female,white,7,2.0,6.0
43385,2021HU1183664,adult,college,male,white,7,2.0,6.0
43386,2021HU1183664,tenager,below-high,female,white,7,2.0,6.0
43387,2021HU1183664,tenager,below-high,male,white,7,2.0,6.0
43388,2021HU1183664,child,below-high,male,white,7,2.0,6.0
43389,2021HU1183664,child,below-high,male,white,7,2.0,6.0
43390,2021HU1184681,adult,college,female,white,8,3.0,3.0
43391,2021HU1184681,adult,Bachelor,male,white,8,3.0,3.0
43392,2021HU1184681,adult,Bachelor,male,white,8,3.0,3.0
43393,2021HU1185014,adult,High-school,male,white,4,1.0,1.0
43394,2021HU1186097,senior,Bachelor,female,white,8,2.0,2.0
43395,2021HU1186097,senior,Bachelor,male,white,8,2.0,2.0
43396,2021HU1186113,senior,Bachelor,male,other,5,2.0,4.0
43397,2021HU1186113,child,below-high,female,other,5,2.0,4.0
43398,2021HU1186113,child,below-high,female,other,5,2.0,4.0
43399,2021HU1186113,child,below-high,female,other,5,2.0,4.0
43400,2021HU1186246,adult,Graduate,female,white,9,3.0,3.0
43401,2021HU1186246,adult,Bachelor,male,white,9,3.0,3.0
43402,2021HU1186246,tenager,below-high,male,white,9,3.0,3.0
43403,2021HU1186573,senior,college,male,white,10,3.0,1.0
43404,2021HU1186700,adult,Bachelor,male,white,8,2.0,2.0
43405,2021HU1186700,adult,college,female,white,8,2.0,2.0
43406,2021HU1186708,adult,college,female,white,7,3.0,1.0
43407,2021HU1187510,senior,Graduate,female,white,5,2.0,1.0
43408,2021HU1187777,senior,High-school,female,white,2,1.0,1.0
43409,2021HU1187921,young-adult,Bachelor,female,white,8,2.0,2.0
43410,2021HU1187921,young-adult,Bachelor,male,white,8,2.0,2.0
43411,2021HU1187949,senior,college,male,white,6,3.0,3.0
43412,2021HU1187949,adult,Bachelor,female,white,6,3.0,3.0
43413,2021HU1187949,young-adult,college,male,white,6,3.0,3.0
43414,2021HU1187958,senior,Bachelor,female,white,7,3.0,1.0
43415,2021HU1188062,senior,below-high,male,other,2,0.0,3.0
43416,2021HU1188062,senior,Graduate,female,other,2,0.0,3.0
43417,2021HU1188062,child,below-high,female,other,2,0.0,3.0
43418,2021HU1188763,adult,High-school,female,native,2,1.0,3.0
43419,2021HU1188763,young-adult,below-high,male,native,2,1.0,3.0
43420,2021HU1188763,tenager,below-high,male,native,2,1.0,3.0
43421,2021HU1188935,senior,below-high,female,white,3,2.0,2.0
43422,2021HU1188935,senior,college,male,white,3,2.0,2.0
43423,2021HU1190646,senior,Graduate,male,white,10,2.0,2.0
43424,2021HU1190646,senior,High-school,female,white,10,2.0,2.0
43425,2021HU1191890,senior,college,male,white,7,2.0,1.0
43426,2021HU1192082,senior,college,female,white,6,1.0,1.0
43427,2021HU1193631,adult,Bachelor,female,white,6,3.0,2.0
43428,2021HU1193631,adult,High-school,male,other,6,3.0,2.0
43429,2021HU1193783,young-adult,college,male,white,2,3.0,2.0
43430,2021HU1193783,tenager,High-school,male,white,2,3.0,2.0
43431,2021HU1193910,adult,High-school,male,white,6,2.0,2.0
43432,2021HU1193910,senior,High-school,female,white,6,2.0,2.0
43433,2021HU1194225,senior,Bachelor,female,white,6,1.0,2.0
43434,2021HU1194225,adult,High-school,male,native,6,1.0,2.0
43435,2021HU1195103,senior,Graduate,male,white,10,3.0,2.0
43436,2021HU1195103,senior,High-school,female,white,10,3.0,2.0
43437,2021HU1195706,senior,college,male,white,5,2.0,1.0
43438,2021HU1196938,senior,below-high,female,black,3,0.0,1.0
43439,2021HU1199633,adult,High-school,female,white,4,1.0,2.0
43440,2021HU1199633,tenager,college,male,white,4,1.0,2.0
43441,2021HU1199728,young-adult,Bachelor,female,white,8,3.0,2.0
43442,2021HU1199728,adult,college,male,white,8,3.0,2.0
43443,2021HU1200483,young-adult,college,female,white,5,1.0,1.0
43444,2021HU1200684,senior,college,female,white,6,2.0,2.0
43445,2021HU1200684,senior,Bachelor,male,white,6,2.0,2.0
43446,2021HU1200690,young-adult,below-high,male,other,10,3.0,16.0
43447,2021HU1200690,adult,High-school,male,other,10,3.0,16.0
43448,2021HU1200690,child,below-high,male,other,10,3.0,16.0
43449,2021HU1200690,adult,High-school,female,other,10,3.0,16.0
43450,2021HU1200690,adult,Graduate,male,other,10,3.0,16.0
43451,2021HU1200690,adult,college,male,black,10,3.0,16.0
43452,2021HU1200690,young-adult,college,female,other,10,3.0,16.0
43453,2021HU1200690,adult,High-school,male,other,10,3.0,16.0
43454,2021HU1200690,adult,High-school,female,native,10,3.0,16.0
43455,2021HU1200690,adult,college,male,other,10,3.0,16.0
43456,2021HU1200690,adult,High-school,male,black,10,3.0,16.0
43457,2021HU1200690,senior,college,female,white,10,3.0,16.0
43458,2021HU1200690,adult,High-school,female,other,10,3.0,16.0
43459,2021HU1200690,adult,High-school,female,black,10,3.0,16.0
43460,2021HU1200690,tenager,below-high,male,other,10,3.0,16.0
43461,2021HU1200690,senior,High-school,male,other,10,3.0,16.0
43462,2021HU1201188,senior,college,male,white,5,1.0,1.0
43463,2021HU1201965,young-adult,High-school,male,white,6,3.0,3.0
43464,2021HU1201965,adult,High-school,female,white,6,3.0,3.0
43465,2021HU1201965,child,below-high,male,white,6,3.0,3.0
43466,2021HU1202521,young-adult,High-school,female,white,6,3.0,3.0
43467,2021HU1202521,young-adult,college,female,white,6,3.0,3.0
43468,2021HU1202521,young-adult,High-school,female,white,6,3.0,3.0
43469,2021HU1203102,young-adult,college,female,other,6,1.0,3.0
43470,2021HU1203102,young-adult,High-school,female,black,6,1.0,3.0
43471,2021HU1203102,tenager,below-high,male,black,6,1.0,3.0
43472,2021HU1203705,adult,college,female,white,10,3.0,4.0
43473,2021HU1203705,adult,High-school,male,white,10,3.0,4.0
43474,2021HU1203705,tenager,below-high,male,white,10,3.0,4.0
43475,2021HU1203705,tenager,below-high,female,white,10,3.0,4.0
43476,2021HU1204767,adult,High-school,female,white,7,3.0,5.0
43477,2021HU1204767,adult,below-high,male,white,7,3.0,5.0
43478,2021HU1204767,tenager,below-high,male,white,7,3.0,5.0
43479,2021HU1204767,tenager,below-high,male,white,7,3.0,5.0
43480,2021HU1204767,child,below-high,male,white,7,3.0,5.0
43481,2021HU1204923,senior,below-high,male,white,2,1.0,1.0
43482,2021HU1206385,adult,college,female,white,8,3.0,3.0
43483,2021HU1206385,adult,college,male,white,8,3.0,3.0
43484,2021HU1206385,young-adult,High-school,male,white,8,3.0,3.0
43485,2021HU1206489,adult,High-school,male,white,6,2.0,2.0
43486,2021HU1206489,adult,High-school,female,white,6,2.0,2.0
43487,2021HU1206559,senior,college,female,white,6,2.0,2.0
43488,2021HU1206559,senior,college,male,white,6,2.0,2.0
43489,2021HU1206642,adult,Bachelor,male,white,9,3.0,5.0
43490,2021HU1206642,adult,Graduate,female,white,9,3.0,5.0
43491,2021HU1206642,tenager,High-school,female,white,9,3.0,5.0
43492,2021HU1206642,tenager,below-high,male,white,9,3.0,5.0
43493,2021HU1206642,tenager,below-high,male,white,9,3.0,5.0
43494,2021HU1207017,adult,High-school,male,white,7,2.0,2.0
43495,2021HU1207017,adult,below-high,female,white,7,2.0,2.0
43496,2021HU1207464,young-adult,below-high,female,native,2,2.0,5.0
43497,2021HU1207464,young-adult,below-high,male,native,2,2.0,5.0
43498,2021HU1207464,child,below-high,female,native,2,2.0,5.0
43499,2021HU1207464,child,below-high,female,native,2,2.0,5.0
43500,2021HU1207464,child,below-high,male,native,2,2.0,5.0
43501,2021HU1207522,adult,college,female,native,5,3.0,6.0
43502,2021HU1207522,adult,High-school,male,native,5,3.0,6.0
43503,2021HU1207522,tenager,below-high,male,native,5,3.0,6.0
43504,2021HU1207522,tenager,below-high,male,native,5,3.0,6.0
43505,2021HU1207522,child,below-high,female,native,5,3.0,6.0
43506,2021HU1207522,child,below-high,male,native,5,3.0,6.0
43507,2021HU1207586,senior,High-school,female,white,5,2.0,3.0
43508,2021HU1207586,young-adult,college,female,other,5,2.0,3.0
43509,2021HU1207586,tenager,below-high,male,other,5,2.0,3.0
43510,2021HU1207761,adult,college,male,native,10,1.0,1.0
43511,2021HU1208073,senior,High-school,female,white,3,2.0,1.0
43512,2021HU1208614,adult,college,male,other,8,2.0,2.0
43513,2021HU1208614,adult,college,female,white,8,2.0,2.0
43514,2021HU1209100,adult,Graduate,female,white,7,2.0,4.0
43515,2021HU1209100,adult,Bachelor,male,white,7,2.0,4.0
43516,2021HU1209100,tenager,below-high,male,white,7,2.0,4.0
43517,2021HU1209100,tenager,below-high,female,white,7,2.0,4.0
43518,2021HU1209483,senior,college,male,white,4,3.0,2.0
43519,2021HU1209483,senior,college,female,white,4,3.0,2.0
43520,2021HU1210137,senior,college,female,white,8,2.0,2.0
43521,2021HU1210137,senior,Graduate,male,white,8,2.0,2.0
43522,2021HU1210228,senior,High-school,female,white,9,2.0,4.0
43523,2021HU1210228,adult,below-high,male,white,9,2.0,4.0
43524,2021HU1210228,child,below-high,male,native,9,2.0,4.0
43525,2021HU1210228,adult,High-school,female,native,9,2.0,4.0
43526,2021HU1210465,senior,High-school,male,other,5,3.0,2.0
43527,2021HU1210465,senior,High-school,female,white,5,3.0,2.0
43528,2021HU1210798,adult,college,male,white,8,3.0,2.0
43529,2021HU1210798,adult,college,female,white,8,3.0,2.0
43530,2021HU1211138,adult,High-school,male,white,8,3.0,4.0
43531,2021HU1211138,adult,High-school,female,white,8,3.0,4.0
43532,2021HU1211138,tenager,below-high,male,white,8,3.0,4.0
43533,2021HU1211138,child,below-high,male,white,8,3.0,4.0
43534,2021HU1211602,senior,below-high,male,other,5,2.0,3.0
43535,2021HU1211602,adult,college,female,white,5,2.0,3.0
43536,2021HU1211602,tenager,High-school,female,other,5,2.0,3.0
43537,2021HU1211712,senior,college,male,native,6,1.0,1.0
43538,2021HU1212068,adult,below-high,female,white,8,2.0,2.0
43539,2021HU1212068,adult,High-school,male,white,8,2.0,2.0
43540,2021HU1212550,adult,college,male,white,7,3.0,1.0
43541,2021HU1212885,senior,Bachelor,male,white,6,2.0,2.0
43542,2021HU1212885,senior,college,female,white,6,2.0,2.0
43543,2021HU1213010,adult,Graduate,female,white,7,3.0,4.0
43544,2021HU1213010,adult,Bachelor,male,white,7,3.0,4.0
43545,2021HU1213010,tenager,below-high,female,white,7,3.0,4.0
43546,2021HU1213010,tenager,below-high,female,white,7,3.0,4.0
43547,2021HU1213099,senior,college,male,white,5,3.0,1.0
43548,2021HU1213119,senior,Graduate,male,white,7,1.0,2.0
43549,2021HU1213119,senior,Bachelor,female,white,7,1.0,2.0
43550,2021HU1213230,adult,High-school,male,black,8,3.0,1.0
43551,2021HU1213458,adult,college,male,white,5,1.0,2.0
43552,2021HU1213458,tenager,below-high,male,white,5,1.0,2.0
43553,2021HU1213592,senior,Graduate,male,white,10,1.0,2.0
43554,2021HU1213592,senior,Bachelor,female,white,10,1.0,2.0
43555,2021HU1213798,adult,college,male,white,6,3.0,5.0
43556,2021HU1213798,adult,college,female,white,6,3.0,5.0
43557,2021HU1213798,tenager,below-high,male,white,6,3.0,5.0
43558,2021HU1213798,tenager,below-high,male,white,6,3.0,5.0
43559,2021HU1213798,tenager,below-high,female,white,6,3.0,5.0
43560,2021HU1213903,adult,High-school,male,white,7,3.0,5.0
43561,2021HU1213903,adult,High-school,female,white,7,3.0,5.0
43562,2021HU1213903,tenager,below-high,male,white,7,3.0,5.0
43563,2021HU1213903,tenager,below-high,male,white,7,3.0,5.0
43564,2021HU1213903,child,below-high,male,white,7,3.0,5.0
43565,2021HU1214513,senior,college,male,white,3,1.0,1.0
43566,2021HU1214548,senior,Bachelor,male,white,2,0.0,1.0
43567,2021HU1216314,senior,High-school,male,white,7,3.0,2.0
43568,2021HU1216314,senior,High-school,female,white,7,3.0,2.0
43569,2021HU1216507,adult,High-school,female,white,3,2.0,1.0
43570,2021HU1216611,adult,Bachelor,male,white,8,2.0,2.0
43571,2021HU1216611,adult,High-school,female,white,8,2.0,2.0
43572,2021HU1216992,senior,High-school,male,white,5,2.0,2.0
43573,2021HU1216992,senior,college,female,white,5,2.0,2.0
43574,2021HU1217320,adult,Bachelor,male,white,9,2.0,5.0
43575,2021HU1217320,adult,Graduate,female,white,9,2.0,5.0
43576,2021HU1217320,tenager,below-high,male,white,9,2.0,5.0
43577,2021HU1217320,tenager,below-high,male,white,9,2.0,5.0
43578,2021HU1217320,tenager,below-high,female,white,9,2.0,5.0
43579,2021HU1217326,adult,below-high,male,other,6,2.0,5.0
43580,2021HU1217326,adult,below-high,female,other,6,2.0,5.0
43581,2021HU1217326,tenager,below-high,female,white,6,2.0,5.0
43582,2021HU1217326,tenager,below-high,male,white,6,2.0,5.0
43583,2021HU1217326,tenager,below-high,female,white,6,2.0,5.0
43584,2021HU1217680,senior,High-school,female,native,8,2.0,8.0
43585,2021HU1217680,senior,college,male,native,8,2.0,8.0
43586,2021HU1217680,adult,college,male,native,8,2.0,8.0
43587,2021HU1217680,young-adult,High-school,male,native,8,2.0,8.0
43588,2021HU1217680,tenager,below-high,male,native,8,2.0,8.0
43589,2021HU1217680,tenager,below-high,male,native,8,2.0,8.0
43590,2021HU1217680,tenager,below-high,female,native,8,2.0,8.0
43591,2021HU1217680,tenager,below-high,male,native,8,2.0,8.0
43592,2021HU1218281,senior,below-high,male,white,6,2.0,2.0
43593,2021HU1218281,senior,below-high,female,white,6,2.0,2.0
43594,2021HU1218718,adult,High-school,female,white,8,2.0,2.0
43595,2021HU1218718,adult,High-school,male,white,8,2.0,2.0
43596,2021HU1219595,senior,Bachelor,female,white,5,3.0,3.0
43597,2021HU1219595,senior,High-school,male,white,5,3.0,3.0
43598,2021HU1219595,adult,below-high,male,white,5,3.0,3.0
43599,2021HU1219743,senior,Graduate,female,white,8,1.0,1.0
43600,2021HU1219973,adult,college,male,white,8,1.0,3.0
43601,2021HU1219973,young-adult,college,female,black,8,1.0,3.0
43602,2021HU1219973,child,below-high,female,other,8,1.0,3.0
43603,2021HU1220198,senior,Graduate,male,white,6,1.0,1.0
43604,2021HU1220908,senior,Graduate,male,white,8,2.0,1.0
43605,2021HU1221540,senior,Bachelor,female,white,2,1.0,1.0
43606,2021HU1222080,senior,Graduate,female,white,8,3.0,2.0
43607,2021HU1222080,senior,Bachelor,male,white,8,3.0,2.0
43608,2021HU1222585,senior,High-school,female,white,10,2.0,3.0
43609,2021HU1222585,adult,High-school,male,white,10,2.0,3.0
43610,2021HU1222585,tenager,below-high,male,other,10,2.0,3.0
43611,2021HU1222867,senior,High-school,male,white,7,3.0,3.0
43612,2021HU1222867,adult,High-school,female,other,7,3.0,3.0
43613,2021HU1222867,young-adult,High-school,male,white,7,3.0,3.0
43614,2021HU1223094,adult,High-school,female,native,3,2.0,3.0
43615,2021HU1223094,adult,college,male,native,3,2.0,3.0
43616,2021HU1223094,young-adult,High-school,male,native,3,2.0,3.0
43617,2021HU1223241,adult,Bachelor,female,white,9,3.0,4.0
43618,2021HU1223241,adult,High-school,male,white,9,3.0,4.0
43619,2021HU1223241,tenager,below-high,female,white,9,3.0,4.0
43620,2021HU1223241,senior,college,female,white,9,3.0,4.0
43621,2021HU1223473,senior,college,female,white,6,2.0,2.0
43622,2021HU1223473,adult,Bachelor,female,white,6,2.0,2.0
43623,2021HU1224455,senior,college,female,white,3,1.0,1.0
43624,2021HU1224519,adult,Bachelor,female,white,6,1.0,4.0
43625,2021HU1224519,tenager,below-high,male,white,6,1.0,4.0
43626,2021HU1224519,tenager,below-high,female,white,6,1.0,4.0
43627,2021HU1224519,tenager,below-high,female,white,6,1.0,4.0
43628,2021HU1224533,adult,college,male,white,3,2.0,1.0
43629,2021HU1224644,adult,college,male,white,7,2.0,5.0
43630,2021HU1224644,adult,Bachelor,female,white,7,2.0,5.0
43631,2021HU1224644,child,below-high,male,white,7,2.0,5.0
43632,2021HU1224644,child,below-high,female,white,7,2.0,5.0
43633,2021HU1224644,child,below-high,female,white,7,2.0,5.0
43634,2021HU1224812,adult,college,male,native,3,1.0,9.0
43635,2021HU1224812,young-adult,below-high,female,native,3,1.0,9.0
43636,2021HU1224812,tenager,below-high,male,native,3,1.0,9.0
43637,2021HU1224812,child,below-high,male,native,3,1.0,9.0
43638,2021HU1224812,child,below-high,male,native,3,1.0,9.0
43639,2021HU1224812,tenager,below-high,male,native,3,1.0,9.0
43640,2021HU1224812,adult,college,female,native,3,1.0,9.0
43641,2021HU1224812,adult,college,female,native,3,1.0,9.0
43642,2021HU1224812,tenager,below-high,female,native,3,1.0,9.0
43643,2021HU1224825,adult,college,male,white,9,3.0,5.0
43644,2021HU1224825,adult,college,female,white,9,3.0,5.0
43645,2021HU1224825,tenager,below-high,male,white,9,3.0,5.0
43646,2021HU1224825,tenager,below-high,male,white,9,3.0,5.0
43647,2021HU1224825,tenager,below-high,female,white,9,3.0,5.0
43648,2021HU1225110,adult,college,female,white,8,3.0,3.0
43649,2021HU1225110,adult,college,male,white,8,3.0,3.0
43650,2021HU1225110,young-adult,High-school,male,white,8,3.0,3.0
43651,2021HU1225391,young-adult,college,female,white,2,1.0,2.0
43652,2021HU1225391,young-adult,High-school,male,other,2,1.0,2.0
43653,2021HU1226091,adult,Bachelor,female,white,7,2.0,3.0
43654,2021HU1226091,adult,High-school,male,white,7,2.0,3.0
43655,2021HU1226091,tenager,below-high,male,white,7,2.0,3.0
43656,2021HU1226668,adult,college,male,white,2,3.0,3.0
43657,2021HU1226668,tenager,below-high,female,white,2,3.0,3.0
43658,2021HU1226668,tenager,below-high,female,white,2,3.0,3.0
43659,2021HU1226680,adult,Graduate,male,white,8,3.0,4.0
43660,2021HU1226680,adult,High-school,female,white,8,3.0,4.0
43661,2021HU1226680,tenager,below-high,male,white,8,3.0,4.0
43662,2021HU1226680,tenager,below-high,male,white,8,3.0,4.0
43663,2021HU1226783,adult,college,male,white,5,3.0,1.0
43664,2021HU1226906,adult,college,male,white,5,2.0,3.0
43665,2021HU1226906,tenager,High-school,female,white,5,2.0,3.0
43666,2021HU1226906,child,below-high,female,white,5,2.0,3.0
43667,2021HU1227077,senior,Bachelor,male,other,2,1.0,1.0
43668,2021HU1227512,adult,below-high,female,other,3,1.0,2.0
43669,2021HU1227512,senior,High-school,male,white,3,1.0,2.0
43670,2021HU1227686,senior,college,male,white,6,2.0,2.0
43671,2021HU1227686,senior,High-school,female,white,6,2.0,2.0
43672,2021HU1228219,adult,Bachelor,male,white,5,1.0,1.0
43673,2021HU1228687,adult,college,male,white,2,0.0,1.0
43674,2021HU1228811,senior,Graduate,male,white,8,3.0,2.0
43675,2021HU1228811,senior,Bachelor,female,white,8,3.0,2.0
43676,2021HU1229080,adult,college,male,white,8,2.0,1.0
43677,2021HU1229279,senior,Bachelor,male,white,10,3.0,2.0
43678,2021HU1229279,senior,Bachelor,female,white,10,3.0,2.0
43679,2021HU1229405,adult,Bachelor,male,white,7,2.0,4.0
43680,2021HU1229405,adult,High-school,female,other,7,2.0,4.0
43681,2021HU1229405,tenager,below-high,male,other,7,2.0,4.0
43682,2021HU1229405,child,below-high,female,other,7,2.0,4.0
43683,2021HU1229450,senior,college,female,white,4,2.0,2.0
43684,2021HU1229450,senior,High-school,male,white,4,2.0,2.0
43685,2021HU1229571,senior,below-high,male,white,8,3.0,3.0
43686,2021HU1229571,senior,High-school,female,white,8,3.0,3.0
43687,2021HU1229571,adult,High-school,female,white,8,3.0,3.0
43688,2021HU1229685,adult,Bachelor,female,white,6,1.0,1.0
43689,2021HU1229777,adult,Bachelor,male,white,8,2.0,3.0
43690,2021HU1229777,adult,Bachelor,female,white,8,2.0,3.0
43691,2021HU1229777,young-adult,college,female,white,8,2.0,3.0
43692,2021HU1232804,young-adult,Bachelor,male,other,3,2.0,2.0
43693,2021HU1232804,young-adult,Bachelor,female,white,3,2.0,2.0
43694,2021HU1232879,adult,Graduate,female,white,10,3.0,5.0
43695,2021HU1232879,adult,below-high,male,white,10,3.0,5.0
43696,2021HU1232879,tenager,below-high,male,white,10,3.0,5.0
43697,2021HU1232879,tenager,below-high,female,white,10,3.0,5.0
43698,2021HU1232879,senior,college,female,white,10,3.0,5.0
43699,2021HU1233452,senior,High-school,female,white,4,1.0,1.0
43700,2021HU1233722,adult,Graduate,male,white,8,2.0,2.0
43701,2021HU1233722,adult,Graduate,female,white,8,2.0,2.0
43702,2021HU1233952,adult,High-school,male,native,6,1.0,2.0
43703,2021HU1233952,tenager,below-high,female,native,6,1.0,2.0
43704,2021HU1233962,adult,Bachelor,female,white,7,1.0,1.0
43705,2021HU1234297,senior,below-high,female,white,3,1.0,1.0
43706,2021HU1235193,adult,college,female,white,6,3.0,2.0
43707,2021HU1235193,adult,High-school,male,white,6,3.0,2.0
43708,2021HU1235383,senior,High-school,male,white,4,2.0,2.0
43709,2021HU1235383,senior,High-school,female,white,4,2.0,2.0
43710,2021HU1236313,young-adult,college,male,asian,6,2.0,4.0
43711,2021HU1236313,young-adult,college,female,asian,6,2.0,4.0
43712,2021HU1236313,child,below-high,male,asian,6,2.0,4.0
43713,2021HU1236313,child,below-high,male,asian,6,2.0,4.0
43714,2021HU1236369,senior,High-school,male,white,3,3.0,1.0
43715,2021HU1236593,senior,Bachelor,female,white,8,2.0,2.0
43716,2021HU1236593,senior,Bachelor,male,white,8,2.0,2.0
43717,2021HU1236638,senior,Graduate,female,white,8,3.0,2.0
43718,2021HU1236638,senior,Graduate,female,white,8,3.0,2.0
43719,2021HU1237044,senior,college,male,white,6,2.0,1.0
43720,2021HU1237325,adult,Graduate,female,other,6,1.0,1.0
43721,2021HU1237533,adult,college,male,white,7,2.0,2.0
43722,2021HU1237533,adult,college,female,white,7,2.0,2.0
43723,2021HU1237684,young-adult,college,female,white,4,1.0,1.0
43724,2021HU1237931,senior,below-high,male,white,10,3.0,2.0
