,SERIALNO,NP,VEH,HINCP,WIF
19545,2021HU0352855,2,2.0,76000.0,2.0
19546,2021HU0353019,2,2.0,95800.0,2.0
19547,2021HU0353267,1,1.0,57000.0,
19548,2021HU0353804,0,,,
19549,2021HU0354337,1,1.0,20800.0,
19550,2021HU0354387,1,1.0,55000.0,
19551,2021HU0354701,5,5.0,128000.0,3.0
19552,2021HU0355302,3,2.0,45800.0,2.0
19553,2021HU0355508,1,1.0,9400.0,
19554,2021HU0355774,2,3.0,116000.0,1.0
19555,2021HU0357155,1,2.0,42000.0,
19556,2021HU0357549,2,2.0,487300.0,1.0
19557,2021HU0357879,0,,,
19558,2021HU0358149,1,1.0,16300.0,
19559,2021HU0358576,2,4.0,83200.0,0.0
19560,2021HU0359195,2,2.0,121200.0,1.0
19561,2021HU0359567,5,2.0,66000.0,1.0
19562,2021HU0359698,1,2.0,65000.0,
19563,2021HU0360098,1,1.0,13200.0,
19564,2021HU0360248,2,2.0,46300.0,2.0
19565,2021HU0360442,2,1.0,40000.0,2.0
19566,2021HU0360748,4,2.0,160000.0,2.0
19567,2021HU0361030,1,0.0,12000.0,
19568,2021HU0361434,2,6.0,66000.0,2.0
19569,2021HU0361868,1,1.0,19100.0,
19570,2021HU0362235,1,1.0,19900.0,
19571,2021HU0362368,3,3.0,81700.0,2.0
19572,2021HU0362471,2,1.0,16800.0,0.0
19573,2021HU0363543,1,1.0,15400.0,
19574,2021HU0364992,1,2.0,33400.0,
19575,2021HU0365001,3,3.0,115000.0,2.0
19576,2021HU0365780,2,6.0,116000.0,2.0
19577,2021HU0366115,2,2.0,52000.0,2.0
19578,2021HU0366177,4,4.0,102000.0,3.0
19579,2021HU0366406,2,2.0,18900.0,
19580,2021HU0366474,1,3.0,21000.0,
19581,2021HU0366793,1,3.0,40000.0,
19582,2021HU0368606,4,6.0,122800.0,
19583,2021HU0368765,1,1.0,50000.0,
19584,2021HU0369220,2,3.0,42000.0,0.0
19585,2021HU0369482,3,3.0,125500.0,3.0
19586,2021HU0369638,1,1.0,16900.0,
19587,2021HU0369987,0,,,
19588,2021HU0370280,1,0.0,0.0,
19589,2021HU0370452,1,1.0,39600.0,
19590,2021HU0370550,0,,,
19591,2021HU0370722,2,2.0,57700.0,1.0
19592,2021HU0371073,1,1.0,23400.0,
19593,2021HU0371598,3,4.0,90000.0,2.0
19594,2021HU0371845,4,2.0,77500.0,1.0
19595,2021HU0372002,2,2.0,87900.0,1.0
19596,2021HU0372564,2,2.0,45500.0,1.0
19597,2021HU0372679,2,2.0,90000.0,1.0
19598,2021HU0372874,2,2.0,69000.0,2.0
19599,2021HU0372943,1,1.0,19400.0,
19600,2021HU0373070,2,5.0,160000.0,2.0
19601,2021HU0373447,1,2.0,40000.0,
19602,2021HU0373616,2,2.0,225000.0,2.0
19603,2021HU0373666,4,2.0,71200.0,2.0
19604,2021HU0373886,2,2.0,58400.0,0.0
19605,2021HU0374188,2,2.0,134000.0,2.0
19606,2021HU0375627,0,,,
19607,2021HU0375721,1,1.0,8900.0,
19608,2021HU0376689,5,6.0,84400.0,2.0
19609,2021HU0377225,2,2.0,77400.0,0.0
19610,2021HU0377768,1,1.0,29050.0,
19611,2021HU0378354,2,3.0,138800.0,
19612,2021HU0378364,2,2.0,27600.0,0.0
19613,2021HU0378789,2,0.0,74520.0,1.0
19614,2021HU0379014,5,2.0,75000.0,2.0
19615,2021HU0379856,0,,,
19616,2021HU0380041,1,1.0,1500.0,
19617,2021HU0380228,1,1.0,28000.0,
19618,2021HU0380900,4,6.0,130300.0,3.0
19619,2021HU0381085,5,2.0,90200.0,1.0
19620,2021HU0381224,4,2.0,19200.0,0.0
19621,2021HU0381322,4,2.0,98000.0,2.0
19622,2021HU0381541,5,3.0,38170.0,
19623,2021HU0381587,2,4.0,65400.0,2.0
19624,2021HU0382362,3,2.0,306000.0,2.0
19625,2021HU0382952,3,2.0,215300.0,2.0
19626,2021HU0383627,3,2.0,164200.0,1.0
19627,2021HU0384491,2,2.0,141000.0,2.0
19628,2021HU0384500,2,4.0,117600.0,2.0
19629,2021HU0385307,3,3.0,220000.0,3.0
19630,2021HU0385569,6,1.0,36500.0,0.0
19631,2021HU0386186,1,1.0,57000.0,
19632,2021HU0386380,2,0.0,5100.0,1.0
19633,2021HU0386456,1,2.0,249000.0,
19634,2021HU0387267,2,0.0,52300.0,
19635,2021HU0387570,2,4.0,75500.0,2.0
19636,2021HU0387774,4,2.0,294000.0,2.0
19637,2021HU0388306,5,0.0,38000.0,3.0
19638,2021HU0388652,4,2.0,105000.0,2.0
19639,2021HU0388680,2,0.0,25300.0,0.0
19640,2021HU0388958,2,3.0,77600.0,0.0
19641,2021HU0389489,2,2.0,64000.0,0.0
19642,2021HU0389984,4,3.0,82000.0,2.0
19643,2021HU0391288,2,2.0,152190.0,0.0
19644,2021HU0391520,2,2.0,30000.0,1.0
19645,2021HU0391574,1,2.0,6350.0,
19646,2021HU0391924,1,1.0,171000.0,
19647,2021HU0391941,1,2.0,79500.0,
19648,2021HU0392654,0,,,
19649,2021HU0392734,2,2.0,107000.0,
19650,2021HU0392801,4,2.0,107700.0,2.0
19651,2021HU0393144,4,3.0,102000.0,2.0
19652,2021HU0393549,2,4.0,75000.0,2.0
19653,2021HU0393638,2,2.0,51250.0,1.0
19654,2021HU0394169,3,1.0,45000.0,1.0
19655,2021HU0395698,5,5.0,551000.0,3.0
19656,2021HU0395997,2,3.0,42560.0,0.0
19657,2021HU0396283,2,3.0,56800.0,2.0
19658,2021HU0396854,5,2.0,63000.0,2.0
19659,2021HU0397913,1,3.0,35150.0,
19660,2021HU0397924,4,3.0,135000.0,2.0
19661,2021HU0398179,1,1.0,36700.0,
19662,2021HU0398574,1,1.0,45000.0,
19663,2021HU0398906,0,,,
19664,2021HU0399199,6,3.0,65700.0,3.0
19665,2021HU0399716,6,3.0,121000.0,2.0
19666,2021HU0400460,1,2.0,31300.0,
19667,2021HU0400507,9,3.0,83500.0,3.0
19668,2021HU0400847,2,1.0,17200.0,1.0
19669,2021HU0401393,4,3.0,60500.0,3.0
19670,2021HU0401627,1,2.0,43000.0,
19671,2021HU0402578,2,4.0,118100.0,2.0
19672,2021HU0403086,1,1.0,55700.0,
19673,2021HU0403288,4,2.0,231000.0,2.0
19674,2021HU0403486,0,,,
19675,2021HU0403525,6,3.0,120000.0,2.0
19676,2021HU0403722,1,2.0,54400.0,
19677,2021HU0404204,2,0.0,185500.0,2.0
19678,2021HU0404678,1,1.0,15000.0,
19679,2021HU0405613,2,5.0,22900.0,1.0
19680,2021HU0406457,3,3.0,100000.0,2.0
19681,2021HU0406571,2,3.0,330000.0,2.0
19682,2021HU0406634,0,,,
19683,2021HU0407119,1,0.0,27000.0,
19684,2021HU0407424,2,2.0,73000.0,2.0
19685,2021HU0407722,1,1.0,84000.0,
19686,2021HU0408459,0,,,
19687,2021HU0408507,2,2.0,108000.0,2.0
19688,2021HU0408570,2,3.0,53600.0,1.0
19689,2021HU0408604,3,3.0,99300.0,2.0
19690,2021HU0408786,0,,,
19691,2021HU0409366,3,2.0,279000.0,3.0
19692,2021HU0409854,2,5.0,135000.0,2.0
19693,2021HU0410105,1,0.0,19000.0,
19694,2021HU0410459,0,,,
19695,2021HU0410569,1,3.0,24000.0,
19696,2021HU0410745,2,5.0,200000.0,2.0
19697,2021HU0411359,1,2.0,52000.0,
19698,2021HU0411411,4,4.0,70600.0,3.0
19699,2021HU0411421,2,2.0,7000.0,
19700,2021HU0412430,2,2.0,40690.0,1.0
19701,2021HU0413012,4,2.0,127000.0,2.0
19702,2021HU0413440,1,1.0,28800.0,
19703,2021HU0413977,2,2.0,56300.0,0.0
19704,2021HU0414307,2,3.0,122600.0,2.0
19705,2021HU0414767,2,2.0,36000.0,0.0
19706,2021HU0415251,5,3.0,145000.0,1.0
19707,2021HU0415606,0,,,
19708,2021HU0415872,2,3.0,52900.0,2.0
19709,2021HU0415903,1,0.0,49000.0,
19710,2021HU0416225,1,0.0,4400.0,
19711,2021HU0416984,1,1.0,6000.0,
19712,2021HU0417784,2,4.0,145900.0,0.0
19713,2021HU0417889,2,2.0,48700.0,1.0
19714,2021HU0418081,1,2.0,17000.0,
19715,2021HU0418085,4,2.0,82000.0,2.0
19716,2021HU0418410,4,4.0,107500.0,3.0
19717,2021HU0419171,3,5.0,179900.0,3.0
19718,2021HU0419697,1,1.0,44900.0,
19719,2021HU0419779,2,2.0,83000.0,2.0
19720,2021HU0420063,2,2.0,48210.0,1.0
19721,2021HU0420193,1,0.0,29900.0,
19722,2021HU0420780,1,2.0,43000.0,
19723,2021HU0420967,4,2.0,21700.0,2.0
19724,2021HU0420982,2,3.0,82400.0,0.0
19725,2021HU0421440,5,4.0,136710.0,3.0
19726,2021HU0421877,2,2.0,104000.0,2.0
19727,2021HU0422135,1,2.0,33800.0,
19728,2021HU0422861,2,2.0,22000.0,0.0
19729,2021HU0423770,3,1.0,6000.0,0.0
19730,2021HU0423831,0,,,
19731,2021HU0424043,4,2.0,130000.0,2.0
19732,2021HU0424670,8,3.0,188400.0,3.0
19733,2021HU0425129,1,1.0,11100.0,
19734,2021HU0425260,5,3.0,32600.0,2.0
19735,2021HU0425363,2,2.0,113600.0,2.0
19736,2021HU0425391,3,3.0,176300.0,2.0
19737,2021HU0425963,0,,,
19738,2021HU0426110,2,3.0,107000.0,2.0
19739,2021HU0427033,2,3.0,140000.0,2.0
19740,2021HU0427455,2,3.0,92000.0,2.0
19741,2021HU0427457,1,0.0,45800.0,
19742,2021HU0427778,2,2.0,131800.0,0.0
19743,2021HU0427832,1,2.0,47600.0,
19744,2021HU0428054,1,2.0,18500.0,
19745,2021HU0428158,1,2.0,43100.0,
19746,2021HU0428195,1,0.0,3600.0,
19747,2021HU0428594,0,,,
19748,2021HU0429035,5,2.0,67200.0,2.0
19749,2021HU0429306,2,2.0,26710.0,0.0
19750,2021HU0430087,2,2.0,23100.0,0.0
19751,2021HU0430968,2,3.0,82500.0,2.0
19752,2021HU0431115,2,2.0,34000.0,0.0
19753,2021HU0431286,2,2.0,19200.0,0.0
19754,2021HU0431838,2,2.0,50200.0,2.0
19755,2021HU0432347,2,2.0,68000.0,2.0
19756,2021HU0432409,2,2.0,105070.0,
19757,2021HU0432525,2,3.0,55000.0,1.0
19758,2021HU0433346,1,1.0,35000.0,
19759,2021HU0433449,2,2.0,102000.0,2.0
19760,2021HU0434012,3,6.0,81700.0,3.0
19761,2021HU0435489,2,4.0,124000.0,2.0
19762,2021HU0435800,2,0.0,70600.0,
19763,2021HU0435995,2,3.0,157100.0,2.0
19764,2021HU0436871,0,,,
19765,2021HU0437206,5,2.0,45200.0,1.0
19766,2021HU0437277,1,1.0,19500.0,
19767,2021HU0437701,2,3.0,122400.0,2.0
19768,2021HU0437879,0,,,
19769,2021HU0438560,5,2.0,105000.0,2.0
19770,2021HU0440057,1,0.0,1700.0,
19771,2021HU0440432,6,2.0,56800.0,2.0
19772,2021HU0441632,4,2.0,71050.0,1.0
19773,2021HU0441640,2,2.0,30400.0,
19774,2021HU0441754,1,1.0,55000.0,
19775,2021HU0441987,2,5.0,31900.0,1.0
19776,2021HU0442488,1,3.0,43000.0,
19777,2021HU0442808,3,2.0,45000.0,1.0
19778,2021HU0443303,1,0.0,840.0,
19779,2021HU0443351,2,3.0,126600.0,
19780,2021HU0444815,2,5.0,374000.0,2.0
19781,2021HU0444968,1,1.0,72200.0,
19782,2021HU0446314,5,3.0,136300.0,2.0
19783,2021HU0446661,5,1.0,40000.0,1.0
19784,2021HU0447162,1,0.0,3050.0,
19785,2021HU0447564,0,,,
19786,2021HU0447857,0,,,
19787,2021HU0448160,0,,,
19788,2021HU0448177,4,3.0,30000.0,1.0
19789,2021HU0448465,2,1.0,21200.0,
19790,2021HU0448815,1,0.0,9200.0,
19791,2021HU0449231,2,2.0,59300.0,0.0
19792,2021HU0449446,1,1.0,45000.0,
19793,2021HU0449467,2,2.0,72800.0,
19794,2021HU0449714,2,4.0,84000.0,
19795,2021HU0449720,1,0.0,75700.0,
19796,2021HU0449965,1,1.0,3900.0,
19797,2021HU0450123,1,2.0,15200.0,
19798,2021HU0450642,1,1.0,43000.0,
19799,2021HU0450837,1,2.0,59400.0,
19800,2021HU0450885,5,3.0,107500.0,2.0
19801,2021HU0451387,2,3.0,45000.0,2.0
19802,2021HU0452097,1,0.0,25000.0,
19803,2021HU0452121,3,1.0,54800.0,2.0
19804,2021HU0452284,2,2.0,132300.0,2.0
19805,2021HU0452342,2,2.0,54500.0,1.0
19806,2021HU0452918,3,2.0,61200.0,2.0
19807,2021HU0452960,0,,,
19808,2021HU0453120,1,2.0,33000.0,
19809,2021HU0455238,0,,,
19810,2021HU0455381,2,3.0,42230.0,
19811,2021HU0455385,0,,,
19812,2021HU0455896,2,2.0,62000.0,0.0
19813,2021HU0456160,1,1.0,14000.0,
19814,2021HU0456762,2,2.0,48400.0,0.0
19815,2021HU0456943,1,1.0,33800.0,
19816,2021HU0457187,0,,,
19817,2021HU0457440,1,2.0,35300.0,
19818,2021HU0457797,0,,,
19819,2021HU0457912,2,2.0,57000.0,
19820,2021HU0457965,4,2.0,47000.0,2.0
19821,2021HU0457966,2,2.0,47000.0,2.0
19822,2021HU0458080,2,1.0,45600.0,1.0
19823,2021HU0458579,1,2.0,18200.0,
19824,2021HU0458991,3,4.0,137010.0,2.0
19825,2021HU0459426,4,3.0,547000.0,3.0
19826,2021HU0459598,2,2.0,96000.0,2.0
19827,2021HU0459744,1,2.0,237000.0,
19828,2021HU0460065,2,2.0,192400.0,0.0
19829,2021HU0460345,3,3.0,150400.0,0.0
19830,2021HU0460419,1,0.0,13700.0,
19831,2021HU0460622,2,1.0,42800.0,1.0
19832,2021HU0460636,2,2.0,85000.0,2.0
19833,2021HU0460670,2,5.0,0.0,0.0
19834,2021HU0460752,2,2.0,88400.0,0.0
19835,2021HU0460813,0,,,
19836,2021HU0460953,1,1.0,12700.0,
19837,2021HU0461207,2,2.0,102990.0,0.0
19838,2021HU0461317,1,1.0,51000.0,
19839,2021HU0461654,0,,,
19840,2021HU0461786,5,3.0,90000.0,2.0
19841,2021HU0462048,0,,,
19842,2021HU0462228,1,0.0,19000.0,
19843,2021HU0463189,2,4.0,41600.0,1.0
19844,2021HU0463414,1,1.0,30180.0,
19845,2021HU0463898,2,1.0,30000.0,
19846,2021HU0464531,6,4.0,98100.0,3.0
19847,2021HU0464980,5,2.0,40000.0,1.0
19848,2021HU0465031,4,3.0,125000.0,2.0
19849,2021HU0465099,1,5.0,79130.0,
19850,2021HU0465497,1,2.0,59200.0,
19851,2021HU0465519,2,4.0,90000.0,2.0
19852,2021HU0465697,0,,,
19853,2021HU0465746,1,1.0,9700.0,
19854,2021HU0465814,3,3.0,74000.0,3.0
19855,2021HU0466005,6,3.0,70000.0,1.0
19856,2021HU0466214,2,3.0,55000.0,2.0
19857,2021HU0466278,1,1.0,30100.0,
19858,2021HU0466516,1,2.0,15300.0,
19859,2021HU0466820,1,2.0,77000.0,
19860,2021HU0467466,2,2.0,72750.0,1.0
19861,2021HU0467565,7,3.0,35000.0,1.0
19862,2021HU0467981,1,5.0,42640.0,
19863,2021HU0468123,3,1.0,95000.0,2.0
19864,2021HU0468273,2,2.0,44300.0,0.0
19865,2021HU0468532,2,1.0,34200.0,0.0
19866,2021HU0468932,1,1.0,13200.0,
19867,2021HU0469461,3,4.0,28000.0,
19868,2021HU0469952,0,,,
19869,2021HU0470070,4,4.0,195000.0,
19870,2021HU0470757,3,5.0,82000.0,1.0
19871,2021HU0470911,2,2.0,87000.0,2.0
19872,2021HU0471465,1,2.0,10000.0,
19873,2021HU0471614,2,2.0,151000.0,1.0
19874,2021HU0471786,2,4.0,156200.0,2.0
19875,2021HU0471808,2,2.0,123000.0,
19876,2021HU0472168,1,1.0,18880.0,
19877,2021HU0472355,4,3.0,240000.0,2.0
19878,2021HU0472382,2,1.0,28100.0,
19879,2021HU0473818,1,1.0,40000.0,
19880,2021HU0474400,2,3.0,102000.0,2.0
19881,2021HU0474613,4,0.0,14500.0,0.0
19882,2021HU0475236,1,2.0,17400.0,
19883,2021HU0475285,0,,,
19884,2021HU0475936,2,3.0,120200.0,2.0
19885,2021HU0476269,3,4.0,90000.0,2.0
19886,2021HU0476798,2,3.0,70000.0,2.0
19887,2021HU0477143,3,3.0,132300.0,2.0
19888,2021HU0477304,2,1.0,28080.0,1.0
19889,2021HU0477447,0,,,
19890,2021HU0477896,2,2.0,58700.0,
19891,2021HU0478461,5,4.0,69000.0,2.0
19892,2021HU0478562,3,2.0,21000.0,1.0
19893,2021HU0480030,1,1.0,30000.0,
19894,2021HU0480549,0,,,
19895,2021HU0480804,2,2.0,76700.0,1.0
19896,2021HU0481568,7,2.0,28210.0,1.0
19897,2021HU0482547,1,1.0,25400.0,
19898,2021HU0482632,2,5.0,88000.0,2.0
19899,2021HU0482871,1,2.0,9500.0,
19900,2021HU0482880,1,1.0,32000.0,
19901,2021HU0483172,1,1.0,12000.0,
19902,2021HU0483247,1,0.0,33100.0,
19903,2021HU0483860,1,1.0,14370.0,
19904,2021HU0483989,3,3.0,57300.0,2.0
19905,2021HU0484174,1,1.0,25000.0,
19906,2021HU0484292,0,,,
19907,2021HU0484305,2,3.0,73200.0,2.0
19908,2021HU0484556,2,2.0,38750.0,0.0
19909,2021HU0484592,5,2.0,97000.0,2.0
19910,2021HU0485308,2,2.0,98500.0,
19911,2021HU0485831,2,3.0,93000.0,2.0
19912,2021HU0486193,1,1.0,19800.0,
19913,2021HU0486454,2,2.0,73000.0,2.0
19914,2021HU0486938,0,,,
19915,2021HU0487472,1,1.0,32000.0,
19916,2021HU0487482,8,4.0,284700.0,2.0
19917,2021HU0487496,5,2.0,72600.0,2.0
19918,2021HU0487576,0,,,
19919,2021HU0487709,0,,,
19920,2021HU0487877,2,0.0,9500.0,0.0
19921,2021HU0488114,1,1.0,114800.0,
19922,2021HU0488187,2,5.0,50000.0,1.0
19923,2021HU0488483,2,1.0,74000.0,2.0
19924,2021HU0489429,4,6.0,456000.0,3.0
19925,2021HU0489858,1,1.0,22900.0,
19926,2021HU0492084,4,4.0,201040.0,2.0
19927,2021HU0492272,4,5.0,119500.0,3.0
19928,2021HU0492889,3,3.0,105700.0,3.0
19929,2021HU0493222,0,,,
19930,2021HU0493525,1,4.0,60000.0,
19931,2021HU0494015,2,1.0,56800.0,1.0
19932,2021HU0495463,0,,,
19933,2021HU0495570,6,3.0,91200.0,2.0
19934,2021HU0495593,2,1.0,45200.0,1.0
19935,2021HU0495906,2,1.0,120400.0,1.0
19936,2021HU0496075,6,2.0,30000.0,2.0
19937,2021HU0496719,2,3.0,76400.0,0.0
19938,2021HU0498315,1,1.0,60000.0,
19939,2021HU0498846,1,1.0,29800.0,
19940,2021HU0498967,0,,,
19941,2021HU0499679,2,1.0,91800.0,0.0
19942,2021HU0500063,2,2.0,162000.0,2.0
19943,2021HU0500182,2,1.0,14000.0,0.0
19944,2021HU0500259,2,2.0,80000.0,2.0
19945,2021HU0500444,1,1.0,145000.0,
19946,2021HU0500850,1,3.0,25000.0,
19947,2021HU0500855,3,2.0,40000.0,1.0
19948,2021HU0500909,1,0.0,17600.0,
19949,2021HU0500924,2,2.0,75020.0,2.0
19950,2021HU0501088,1,2.0,70000.0,
19951,2021HU0501233,0,,,
19952,2021HU0501344,2,1.0,26700.0,1.0
19953,2021HU0501400,4,2.0,112000.0,2.0
19954,2021HU0501862,2,3.0,52000.0,1.0
19955,2021HU0502243,6,2.0,43150.0,3.0
19956,2021HU0503107,2,4.0,71160.0,1.0
19957,2021HU0503139,7,5.0,112900.0,3.0
19958,2021HU0503870,2,3.0,42800.0,
19959,2021HU0504499,1,1.0,50500.0,
19960,2021HU0504588,0,,,
19961,2021HU0505698,2,2.0,56600.0,0.0
19962,2021HU0506519,2,3.0,122000.0,2.0
19963,2021HU0506778,1,1.0,40000.0,
19964,2021HU0507369,2,2.0,79400.0,
19965,2021HU0508069,0,,,
19966,2021HU0508288,2,3.0,87000.0,1.0
19967,2021HU0508353,4,2.0,87000.0,2.0
19968,2021HU0508437,2,2.0,43000.0,
19969,2021HU0508868,1,1.0,59200.0,
19970,2021HU0508953,2,2.0,50500.0,1.0
19971,2021HU0509037,7,1.0,11100.0,0.0
19972,2021HU0509213,4,1.0,27040.0,0.0
19973,2021HU0509426,2,1.0,130000.0,2.0
19974,2021HU0509564,2,1.0,38700.0,
19975,2021HU0509606,1,3.0,180800.0,
19976,2021HU0509621,2,3.0,169500.0,2.0
19977,2021HU0509652,5,3.0,18000.0,2.0
19978,2021HU0510303,2,4.0,92500.0,1.0
19979,2021HU0510567,1,2.0,17500.0,
19980,2021HU0510629,1,1.0,26200.0,
19981,2021HU0511006,0,,,
19982,2021HU0511775,6,2.0,152000.0,2.0
19983,2021HU0511803,1,1.0,67200.0,
19984,2021HU0512052,2,2.0,152600.0,2.0
19985,2021HU0513175,1,3.0,46400.0,
19986,2021HU0513243,0,,,
19987,2021HU0514977,1,1.0,40600.0,
19988,2021HU0515332,4,2.0,178000.0,2.0
19989,2021HU0515593,1,2.0,46100.0,
19990,2021HU0515654,3,3.0,136000.0,3.0
19991,2021HU0515870,3,4.0,84700.0,3.0
19992,2021HU0516154,1,0.0,10200.0,
19993,2021HU0516591,0,,,
19994,2021HU0516856,4,2.0,93000.0,2.0
19995,2021HU0517035,5,2.0,79200.0,0.0
19996,2021HU0517280,1,1.0,11100.0,
19997,2021HU0517668,2,3.0,49200.0,1.0
19998,2021HU0517701,2,1.0,21700.0,0.0
19999,2021HU0518485,4,3.0,192400.0,3.0
20000,2021HU0518868,0,,,
20001,2021HU0519170,0,,,
20002,2021HU0519416,2,3.0,42600.0,0.0
20003,2021HU0519425,1,2.0,4890.0,
20004,2021HU0519725,4,3.0,129600.0,2.0
20005,2021HU0519930,2,3.0,65700.0,2.0
20006,2021HU0520053,1,2.0,72030.0,
20007,2021HU0520244,1,2.0,60000.0,
20008,2021HU0520780,2,3.0,54860.0,
20009,2021HU0521120,2,3.0,121000.0,2.0
20010,2021HU0521231,1,1.0,237000.0,
20011,2021HU0523744,1,1.0,16500.0,
20012,2021HU0523773,1,3.0,58000.0,
20013,2021HU0524001,2,2.0,79600.0,2.0
20014,2021HU0525000,0,,,
20015,2021HU0525319,5,3.0,66300.0,1.0
20016,2021HU0525536,0,,,
20017,2021HU0525845,5,2.0,148800.0,2.0
20018,2021HU0526124,1,1.0,28500.0,
20019,2021HU0526165,1,2.0,20000.0,
20020,2021HU0527266,0,,,
20021,2021HU0527540,3,1.0,13750.0,1.0
20022,2021HU0527551,0,,,
20023,2021HU0527794,2,2.0,75000.0,2.0
20024,2021HU0528156,4,2.0,69500.0,2.0
20025,2021HU0528443,2,6.0,134400.0,
20026,2021HU0528499,2,2.0,53000.0,2.0
20027,2021HU0528887,2,3.0,130600.0,1.0
20028,2021HU0529202,1,0.0,13400.0,
20029,2021HU0529401,2,2.0,100000.0,1.0
20030,2021HU0529790,2,2.0,89000.0,2.0
20031,2021HU0530131,1,1.0,25000.0,
20032,2021HU0530393,2,2.0,43700.0,2.0
20033,2021HU0531033,1,2.0,40860.0,
20034,2021HU0531491,4,1.0,32800.0,
20035,2021HU0531884,0,,,
20036,2021HU0532271,2,2.0,62000.0,0.0
20037,2021HU0532713,1,1.0,64000.0,
20038,2021HU0533305,2,1.0,54200.0,
20039,2021HU0533311,6,2.0,104000.0,1.0
20040,2021HU0533637,3,3.0,112000.0,2.0
20041,2021HU0533758,3,1.0,41840.0,1.0
20042,2021HU0534106,4,3.0,65000.0,1.0
20043,2021HU0534216,2,3.0,833000.0,2.0
20044,2021HU0534328,2,2.0,75000.0,2.0
20045,2021HU0534796,3,2.0,85600.0,2.0
20046,2021HU0535820,3,3.0,110690.0,2.0
20047,2021HU0536331,2,3.0,34800.0,1.0
20048,2021HU0536523,2,1.0,20800.0,0.0
20049,2021HU0536667,1,1.0,35000.0,
20050,2021HU0537172,1,5.0,86000.0,
20051,2021HU0537225,2,3.0,83000.0,1.0
20052,2021HU0538093,2,0.0,43000.0,1.0
20053,2021HU0538432,8,2.0,36000.0,1.0
20054,2021HU0538699,1,0.0,17050.0,
20055,2021HU0539028,4,4.0,71000.0,2.0
20056,2021HU0539159,1,1.0,51000.0,
20057,2021HU0539808,1,1.0,31100.0,
20058,2021HU0540107,1,1.0,13700.0,
20059,2021HU0540214,0,,,
20060,2021HU0540620,3,1.0,18300.0,2.0
20061,2021HU0540902,2,1.0,26000.0,1.0
20062,2021HU0541551,1,2.0,40000.0,
20063,2021HU0541691,0,,,
20064,2021HU0541809,2,1.0,101400.0,2.0
20065,2021HU0542036,2,3.0,105300.0,1.0
20066,2021HU0542090,0,,,
20067,2021HU0542377,2,2.0,44600.0,0.0
20068,2021HU0542584,3,3.0,170100.0,1.0
20069,2021HU0543112,1,2.0,80000.0,
20070,2021HU0543308,0,,,
20071,2021HU0543476,1,1.0,35600.0,
20072,2021HU0543705,3,5.0,122540.0,2.0
20073,2021HU0544082,2,3.0,41000.0,2.0
20074,2021HU0544772,4,2.0,56600.0,1.0
20075,2021HU0544776,2,2.0,556000.0,2.0
20076,2021HU0545388,1,1.0,14500.0,
20077,2021HU0545707,4,2.0,28900.0,2.0
20078,2021HU0546330,4,2.0,71000.0,1.0
20079,2021HU0546666,2,3.0,59100.0,1.0
20080,2021HU0547694,0,,,
20081,2021HU0548372,1,1.0,25000.0,
20082,2021HU0548612,2,2.0,58900.0,1.0
20083,2021HU0549278,3,2.0,64000.0,2.0
20084,2021HU0549279,3,3.0,102100.0,1.0
20085,2021HU0550848,1,1.0,34000.0,
20086,2021HU0550930,4,2.0,72000.0,2.0
20087,2021HU0551280,2,0.0,13200.0,1.0
20088,2021HU0551588,2,4.0,133300.0,0.0
20089,2021HU0552727,3,3.0,55900.0,1.0
20090,2021HU0552746,2,2.0,85000.0,1.0
20091,2021HU0553120,9,6.0,122400.0,1.0
20092,2021HU0553740,2,3.0,114000.0,0.0
20093,2021HU0555690,1,1.0,3500.0,
20094,2021HU0556413,2,2.0,96000.0,0.0
20095,2021HU0556541,2,3.0,0.0,0.0
20096,2021HU0556855,2,3.0,53500.0,1.0
20097,2021HU0557804,1,1.0,30000.0,
20098,2021HU0558410,2,1.0,32000.0,1.0
20099,2021HU0558754,4,3.0,37700.0,0.0
20100,2021HU0558926,2,2.0,51200.0,1.0
20101,2021HU0559225,2,2.0,69360.0,1.0
20102,2021HU0559772,0,,,
20103,2021HU0560314,2,3.0,135250.0,
20104,2021HU0560478,5,0.0,103000.0,1.0
20105,2021HU0560518,0,,,
20106,2021HU0560592,2,4.0,100000.0,2.0
20107,2021HU0560883,0,,,
20108,2021HU0561012,0,,,
20109,2021HU0561020,2,2.0,22400.0,1.0
20110,2021HU0561073,1,2.0,13600.0,
20111,2021HU0561268,2,2.0,30400.0,0.0
20112,2021HU0561751,2,4.0,87000.0,2.0
20113,2021HU0561937,2,2.0,97000.0,0.0
20114,2021HU0562233,4,2.0,71400.0,2.0
20115,2021HU0562431,2,2.0,136900.0,1.0
20116,2021HU0562630,2,2.0,172500.0,2.0
20117,2021HU0562836,2,1.0,46000.0,2.0
20118,2021HU0562875,0,,,
20119,2021HU0563593,4,4.0,207000.0,3.0
20120,2021HU0564690,1,2.0,29000.0,
20121,2021HU0564724,1,1.0,5000.0,
20122,2021HU0565004,2,4.0,178000.0,2.0
20123,2021HU0566186,2,2.0,260000.0,2.0
20124,2021HU0567061,3,3.0,97000.0,2.0
20125,2021HU0567105,4,2.0,100000.0,1.0
20126,2021HU0567262,5,3.0,90400.0,2.0
20127,2021HU0567682,0,,,
20128,2021HU0568237,2,2.0,122200.0,2.0
20129,2021HU0568922,1,1.0,14020.0,
