Household Identifier,Person Identifier,"Incrementing travel day trip number, starting at 1 for each person in the file",Trip Start Time (HHMM),Trip End Time (HHMM),Trip Duration in Minutes,"Trip distance in miles, derived from route geometry returned by Google Maps API, or from reported loop-trip distance","Trip Mode, derived",Count of People on Trip,Count of Household Members on Trip,Household Vehicle Identifier Used on Trip,Transit wait time in minutes,Count of Transfers,Trip Time to Transit Station in Minutes,Parked or Dropped Off at Station,Time to Destination from Transit in Minutes,Person Identifier Who Drove on Trip,Trip Origin Purpose,Trip origin and destination at identical location,Household Vehicle Used on Trip,Household member drove on trip,Number of household members on trip including respondent,Number of non-household members on trip,Number of people on trip including respondent,Respondent was passenger on trip,Public transportation used on trip,"Generalized purpose of trip, home-based and non-home based",Time at destination,Weekend trip,"Trip distance in miles for personally driven vehicle trips, derived from route geometry returned by Google Maps API",Respondent drove on trip,Trip purpose summary,Household Person Identifier on Trip: 1,Household Person Identifier on Trip: 2,Household Person Identifier on Trip: 3,Household Person Identifier on Trip: 4,Household Person Identifier on Trip: 5,Household Person Identifier on Trip: 6,Household Person Identifier on Trip: 7,Household Person Identifier on Trip: 8,Household Person Identifier on Trip: 9,Household Person Identifier on Trip: 10,Household Person Identifier on Trip: 11,Household Person Identifier on Trip: 12,Household Person Identifier on Trip: 13,Unique identifier for every trip record in the file,Walk as mode used to get to public transit?,POV as mode used to get to public transit?,Bus as mode used to get to public transit?,Rail as mode used to get to public transit?,Subway as mode used to get to public transit?,Other mode used to get to public transit?,Walk as mode used to get from public transit?,POV as mode used to get from public transit?,Bus as mode used to get from public transit?,Rail as mode used to get from public transit?,Subway as mode used to get from public transit?,Other mode used to get from public transit?,Trip Destination Purpose,Travel day - day of week,Home Ownership,Count of household members,Count of household vehicles,Household income,Number of drivers in household,Household state,State FIPS for household address,Count of adult household members at least 18 years old,Number of workers in household,Date of travel day (YYYYMM),Person identifier of household respondent,"Life Cycle classification for the household, derived by attributes pertaining to age, relationship, and work status.","Metropolitan Statistical Area (MSA) category for the household's home address, based on household's home geocode and TIGER/Line Shapefiles.","Population size category of the Metropolitan Statistical Area (MSA), from the 2010-2014 five-year American Community Survey (ACS) API.",MSA heavy rail status for household,"Household's urban area classification, based on home address and 2014 TIGER/Line Shapefile",Urban area size where home address is located,Household in urban/rural area,"Price of gasoline, in cents, on respondent's travel day",2010 Census division classification for the respondent's home address,Census region classification for home address,"Grouping of household by combination of census division, MSA status, and presence of a subway system when population greater than 1 million",Race of household respondent,Hispanic status of household respondent,Core Based Statistical Area (CBSA) FIPS code for the respondent's home address,Sample where the case originated,Age,Educational Attainment,Gender,Primary Activity in Previous Week,Trip info from respondent or proxy,Worker status,"Driver status, derived",Final trip weight,Travel day trip purpose consistent with 1990 NPTS design.,"Trip distance in miles, adjusted for comparability to past surveys",Age (imputed),Gender (imputed),Vehicle Type,Urban / Rural indicator - Trip Origin Block group,Urban / Rural indicator - Trip Destination Block group,Category of the percent of renter-occupied housing in the census tract of the trip origin's location,Category of population density (persons per square mile) in the census tract of the trip origin's location,Category of housing units per square mile in the census tract of the trip origin's location,Category of workers per square mile in the census tract of the trip origin's location,Category of the percent of renter-occupied housing in the census block group of the trip origin's location,Category of population density (persons per square mile) in the census block group of the trip origin's location,Category of housing units per square mile in the census block group of the trip origin's location,Category of the percent of renter-occupied housing in the census tract of the trip destination's location,Category of population density (persons per square mile) in the census tract of the trip destination's location,Category of housing units per square mile in the census tract of the trip destination's location,Category of workers per square mile in the census tract of the trip destination's location,Category of the percent of renter-occupied housing in the census block group of the trip destination's location,Category of population density (persons per square mile) in the census block group of the trip destination's location,Category of housing units per square mile in the census block group of the trip destination's location
30433857,01,07,2115,2116,1,0.158,06,1,0,03,-1,-1,-1,-1,-1,01,17,02,01,01,1,1,2,02,02,HBSOCREC,-9,02,0.158,01,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304338570107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,3,4,06,3,GA,13,3,2,201609,01,08,01,05,01,01,05,01,228.1,05,03,51,01,02,12060,02,54,02,02,01,01,01,01,154185.554543948,08,0.1761858,54,02,04,T,T,40,750,300,350,50,750,300,40,750,300,350,50,750,300
30231774,01,03,1100,1130,-9,208.465,04,0,0,01,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,HBSHOP,-9,02,208.465,01,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302317740103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,3,3,04,3,WI,55,3,1,201607,01,10,02,04,02,01,04,01,229.7,03,02,32,01,02,33340,02,68,02,01,06,01,02,01,48380.5988091018,03,232.4593215,68,01,03,R,S,05,50,50,25,0,50,50,30,3000,1500,1500,40,7000,3000
30426196,03,02,2205,2230,25,3.149,03,3,2,01,-1,-1,-1,-1,-1,01,15,02,01,01,3,1,4,01,02,HBSOCREC,-9,01,-1,02,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,304261960302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,3,2,04,2,NY,36,2,1,201606,01,06,03,03,02,01,02,01,246.5,02,01,23,01,02,XXXXX,02,15,01,01,-1,02,-1,02,164721.747016819,10,3.5114499,15,01,01,S,S,60,300,300,150,60,300,300,50,3000,1500,1500,50,3000,1500
30274744,01,03,1545,1550,5,0.733,03,2,2,02,-1,-1,-1,-1,-1,01,06,02,01,01,3,0,3,02,02,HBO,95,02,0.733,01,01,01,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,302747440103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,4,2,08,2,WI,55,2,2,201609,01,06,02,04,02,01,04,01,223.6,03,02,32,01,02,33340,02,40,05,02,01,01,01,01,87364.3015731762,01,0.7868755,40,02,01,C,C,20,3000,750,1500,20,7000,1500,20,3000,750,1500,05,1500,750
30067392,04,07,1820,1830,10,8.058,03,1,1,02,-1,-1,-1,-1,-1,02,16,02,01,01,2,0,2,01,02,NHB,10,02,-1,02,80,02,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,300673920407,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,05,01,4,2,-7,2,CA,06,2,2,201607,01,06,02,04,02,01,04,01,282.6,09,04,92,01,02,40900,02,10,-1,02,-1,02,-1,-1,54036.0128810372,10,8.9854758,10,02,01,S,S,05,1500,750,750,05,1500,750,40,1500,750,750,90,750,300
40039019,01,02,1915,1930,15,3.405,03,0,0,03,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,30,01,3.405,01,40,01,02,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,400390190102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,01,01,5,4,11,4,KY,21,3,4,201611,01,06,02,04,02,01,04,01,210.8,06,03,62,01,02,17140,01,44,04,01,01,01,01,01,2209210.88892205,03,3.7969155,44,01,01,S,S,05,1500,750,750,05,1500,750,20,3000,750,1500,20,1500,750
40254967,01,05,1430,1445,15,0.28,06,0,0,01,-1,-1,-1,-1,-1,01,13,02,01,01,1,0,1,02,02,NHB,135,02,0.28,01,10,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402549670105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,05,01,2,2,04,2,CA,06,2,2,201704,01,02,02,04,02,01,04,01,292.1,09,04,92,01,02,40900,02,65,03,01,01,01,01,01,57833.6417425225,03,0.312228,65,01,04,S,S,40,7000,3000,1500,60,7000,3000,40,7000,3000,1500,20,7000,3000
40066284,01,04,1400,1413,13,2.235,04,2,2,01,-1,-1,-1,-1,-1,02,17,02,01,01,3,0,3,01,02,HBSOCREC,34,01,-1,02,01,01,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,400662840104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,01,4,3,07,2,NY,36,2,2,201701,01,04,03,01,02,01,01,01,263.2,02,01,23,06,01,XXXXX,02,36,03,01,01,01,01,01,84796.172643905,08,2.4922485,36,01,03,C,C,05,1500,750,750,05,3000,1500,40,7000,3000,1500,30,7000,3000
30145419,01,01,1700,1707,7,2.173,03,1,1,03,-1,-1,-1,-1,-1,03,01,02,01,01,2,0,2,01,02,HBSHOP,67,02,-1,02,40,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301454190101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,05,02,3,3,01,3,NC,37,3,1,201606,01,02,03,02,02,01,02,01,236.6,05,03,53,01,02,XXXXX,02,22,04,02,01,01,01,01,379912.486608595,03,2.4231123,22,02,01,C,C,60,7000,3000,1500,70,7000,3000,70,3000,3000,1500,60,3000,1500
40090951,03,03,1815,1820,5,1.32,04,1,1,02,-1,-1,-1,-1,-1,02,01,02,01,01,2,0,2,01,02,HBSOCREC,70,02,-1,02,50,02,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,400909510303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,02,02,5,2,11,2,TX,48,2,1,201701,01,04,02,05,02,01,04,01,220.0,07,03,72,01,01,19100,02,9,-1,02,-1,02,-1,-1,203852.669604093,10,1.471932,9,02,03,S,S,20,7000,1500,3000,05,7000,1500,20,7000,1500,3000,30,7000,1500
30519104,01,10,1800,1855,55,34.462,04,1,0,01,-1,-1,-1,-1,-1,97,01,02,01,02,1,1,2,01,02,HBO,110,02,-1,02,20,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305191040110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,04,02,1,1,02,1,TX,48,1,0,201609,01,01,04,06,02,04,06,02,208.5,07,03,74,02,02,XXXXX,02,53,02,01,97,01,02,01,154581.237118214,05,38.4285762,53,01,03,R,R,20,50,50,25,20,50,50,30,300,50,75,20,50,50
40662619,03,03,1630,1635,5,0.981,04,1,1,01,-1,-1,-1,-1,-1,02,18,02,01,01,2,0,2,01,02,NHB,25,02,-1,02,40,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406626190303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,05,02,3,2,05,2,MS,28,2,2,201704,01,06,03,02,02,01,02,01,223.6,06,03,63,01,02,XXXXX,01,9,-1,02,-1,02,-1,-1,6433569.5329285,03,1.0939131,9,02,03,C,C,50,3000,1500,1500,60,7000,3000,50,3000,1500,1500,60,7000,1500
40569272,02,03,1730,1740,10,1.215,04,1,1,01,-1,-1,-1,-1,-1,01,15,02,01,01,2,0,2,01,02,HBSOCREC,-9,02,-1,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405692720203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,2,1,03,1,CA,06,1,1,201703,01,05,04,06,02,02,06,01,291.7,09,04,94,01,02,XXXXX,02,8,-1,01,-1,02,-1,-1,49239.0717313934,05,1.3548465,8,01,03,T,T,50,1500,750,350,30,3000,1500,50,1500,750,350,60,3000,1500
40178056,01,03,1530,1531,1,0.171,04,0,0,02,-1,-1,-1,-1,-1,01,03,02,01,01,1,0,1,02,02,NHB,4,02,0.171,01,70,01,02,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,401780560103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,03,02,5,2,02,2,CA,06,2,2,201702,01,06,03,01,02,01,01,01,286.7,09,04,93,01,02,XXXXX,02,33,03,01,01,01,01,01,373131.400429208,04,0.1906821,33,01,03,T,T,30,300,300,150,40,300,300,30,300,300,150,40,300,300
40693273,01,02,1215,1300,45,14.637,05,1,1,01,-1,-1,-1,-1,-1,01,11,02,01,01,2,0,2,02,02,NHB,95,02,14.637,01,30,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,406932730102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,05,01,2,1,07,1,GA,13,2,0,201611,01,10,01,05,01,01,05,01,229.8,05,03,51,01,02,12060,02,76,04,02,06,01,02,01,78312.847369103,06,16.3217187,76,02,02,S,S,70,3000,1500,1500,40,1500,750,80,7000,1500,1500,80,3000,750
40581687,02,06,1430,1455,25,9.764,03,1,1,01,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,01,02,HBSHOP,95,02,-1,02,80,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405816870206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,06,01,2,1,06,2,MD,24,2,0,201612,01,10,01,05,01,01,01,01,242.6,05,03,51,01,02,47900,02,77,02,02,06,02,02,01,381320.474439485,10,10.8878364,77,02,01,T,T,05,750,300,350,05,1500,300,20,300,300,150,40,750,300
30280756,01,04,1530,1533,3,0.248,04,1,0,02,-1,-1,-1,-1,-1,01,15,02,01,01,1,1,2,02,02,NHB,41,02,0.248,01,80,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302807560104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,05,01,2,2,09,2,TX,48,2,1,201610,02,02,02,05,02,01,04,01,212.0,07,03,72,01,02,19100,02,53,04,02,04,02,02,01,36784.9381005153,10,0.2765448,53,02,03,T,S,20,750,300,350,20,300,300,05,750,300,350,50,1500,750
30292057,03,01,1015,1030,15,10.839,04,2,2,01,-1,-1,-1,-1,-1,02,01,02,01,01,3,0,3,01,02,HBSOCREC,60,02,-1,02,50,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,302920570301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,02,02,4,1,09,2,CA,06,2,1,201604,01,04,03,02,02,01,02,01,266.3,09,04,93,06,02,XXXXX,02,5,-1,02,-1,02,-1,-1,249544.586008442,10,12.0865689,5,02,03,C,T,40,3000,1500,1500,30,7000,3000,20,300,300,150,20,300,300
40083181,02,06,2120,2121,1,0.095,01,0,0,-1,-1,-1,-1,-1,-1,-1,16,02,02,-1,1,0,1,-1,02,HBSOCREC,-9,02,-1,-1,01,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,400831810206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,4,3,08,2,GA,13,2,2,201701,01,04,03,01,02,02,06,01,246.5,05,03,53,01,02,XXXXX,02,45,05,02,04,01,01,01,47127.6466354442,10,0.095,45,02,-1,T,T,20,750,750,350,20,750,300,20,750,750,350,20,750,300
40082162,02,02,0645,0700,15,6.579,03,1,0,04,-1,-1,-1,-1,-1,02,16,02,01,01,1,1,2,02,02,HBSOCREC,300,02,6.579,01,01,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,400821620202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,4,4,-7,3,GA,13,2,2,201611,01,06,03,01,02,01,01,01,223.0,05,03,53,01,02,XXXXX,02,48,05,01,02,01,01,01,42151.8310422054,10,7.3362429,48,01,-7,T,C,30,750,300,350,50,1500,750,50,1500,750,750,50,3000,1500
40281955,01,04,1400,1405,5,1.5,01,0,0,-1,-1,-1,-1,-1,-1,-1,01,01,02,-1,1,0,1,-1,02,HBO,-9,02,-1,-1,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,402819550104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,04,01,2,3,07,2,WA,53,2,1,201611,01,10,03,03,02,04,06,02,263.8,09,04,93,01,02,XXXXX,01,63,03,01,06,01,02,01,1474804.96982875,10,1.5,63,01,-1,R,R,05,50,50,25,05,50,50,05,50,50,25,05,50,50
30271548,01,04,0950,0955,5,1.359,05,0,0,01,-1,-1,-1,-1,-1,01,16,02,01,01,1,0,1,02,02,NHB,35,02,1.359,01,10,01,02,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,302715480104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,03,01,5,2,09,2,CA,06,2,2,201609,01,06,01,05,01,01,05,01,266.0,09,04,91,-7,02,41860,02,46,04,02,01,01,01,01,259133.594711417,02,1.5154209,46,02,02,S,S,30,3000,1500,1500,30,7000,1500,40,3000,1500,1500,60,1500,750
30265450,04,05,1815,1904,49,35.2,04,5,5,01,-1,-1,-1,-1,-1,02,14,02,01,01,6,0,6,01,02,NHB,91,02,-1,02,20,01,01,01,01,01,01,-1,-1,-1,-1,-1,-1,-1,302654500405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,02,01,6,2,08,2,TX,48,2,1,201610,02,04,04,06,02,04,06,02,215.3,07,03,74,01,02,XXXXX,02,8,-1,01,-1,02,-1,-1,201418.624959481,05,39.25152,8,01,03,T,T,40,300,50,75,30,300,300,40,750,300,150,50,3000,750
40786758,02,02,2002,2007,5,1.919,03,2,1,97,-1,-1,-1,-1,-1,97,13,02,02,02,2,1,3,01,02,HBSHOP,23,02,-1,02,01,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,407867580202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,3,1,08,1,AZ,04,1,1,201701,01,05,03,03,02,01,03,01,272.0,08,04,83,01,01,XXXXX,01,10,-1,01,-1,02,-1,-1,1545571.459982,11,2.1398769,10,01,-1,U,U,70,7000,3000,3000,70,7000,3000,50,7000,3000,3000,40,7000,3000
30371747,02,05,1806,1810,4,0.655,05,1,1,01,-1,-1,-1,-1,-1,02,06,02,01,01,2,0,2,02,02,HBO,-9,02,0.655,01,01,02,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,303717470205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,03,01,4,3,10,2,WI,55,2,2,201609,01,06,03,03,02,01,02,01,226.9,03,02,33,01,02,XXXXX,02,46,04,02,01,01,01,01,73323.5330481857,04,0.7303905,46,02,02,C,S,20,1500,750,750,20,7000,1500,20,1500,750,750,05,750,300
40339436,03,01,0700,0735,35,12.908,03,3,0,03,-1,-1,-1,-1,-1,03,01,02,01,01,1,3,4,02,02,HBO,420,02,12.908,01,20,02,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,403394360301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,08,03,01,4,3,11,3,CA,06,3,2,201703,01,06,03,02,02,04,06,02,290.3,09,04,93,01,02,XXXXX,02,18,01,02,05,02,02,01,58672.6372258067,05,14.3937108,18,02,01,R,S,20,300,50,75,30,50,50,40,1500,750,750,40,3000,1500
30175044,01,04,1325,1355,30,3.559,06,0,0,02,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,NHB,15,02,3.559,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301750440104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,02,01,2,3,08,2,TX,48,2,2,201608,02,10,03,02,02,01,01,01,211.8,07,03,73,01,01,XXXXX,02,64,04,01,01,02,01,01,103310.810090498,03,3.9686409,64,01,04,S,S,50,3000,1500,750,70,3000,1500,05,1500,750,350,20,1500,750
30163915,01,01,1030,1100,30,17.433,03,1,1,02,-1,-1,-1,-1,-1,01,01,02,01,01,2,0,2,02,02,HBO,45,02,17.433,01,40,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301639150101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,03,02,2,2,11,2,NY,36,2,2,201605,01,02,01,05,01,01,02,01,240.8,02,01,21,06,02,35620,02,28,05,01,01,01,01,01,181343.716637421,04,19.4395383,28,01,01,S,T,05,750,300,750,05,750,300,20,750,300,350,05,1500,750
30058027,01,01,1300,1304,4,1.892,04,0,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,21,01,1.892,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300580270101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,01,01,2,2,06,2,TX,48,2,2,201610,01,02,02,05,02,01,04,01,216.5,07,03,72,01,02,26420,02,64,03,02,04,01,01,01,153707.410800493,03,2.1097692,64,02,03,S,T,40,3000,750,1500,60,3000,750,30,750,300,350,40,750,300
30035828,01,02,1332,1341,9,2.871,03,1,1,01,-1,-1,-1,-1,-1,01,15,02,01,01,2,0,2,02,02,NHB,64,01,2.871,01,40,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300358280102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,07,01,2,3,06,2,OH,39,2,2,201605,01,02,02,04,02,01,04,01,226.9,03,02,32,01,02,18140,01,34,05,02,01,01,01,01,2196048.83136029,03,3.2014521,34,02,01,S,S,30,3000,1500,1500,05,3000,1500,20,1500,750,750,05,3000,750
30250184,01,01,0700,0755,55,48.297,03,1,1,01,-1,-1,-1,-1,-1,02,01,02,01,01,2,0,2,01,02,HBO,215,01,-1,02,20,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,302501840101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,01,01,2,1,06,2,AZ,04,2,1,201608,01,10,02,05,02,01,04,01,267.7,08,04,82,01,02,38060,01,74,04,02,06,01,02,01,423035.551643721,05,53.8559847,74,02,01,S,T,05,750,300,350,05,3000,1500,30,750,300,350,40,750,300
30149680,03,03,1725,1730,5,2.188,03,1,0,97,-1,-1,-1,-1,-1,97,01,02,02,02,1,1,2,01,02,HBSHOP,50,02,-1,02,80,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301496800303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,06,01,3,2,09,3,TX,48,2,3,201609,01,08,02,04,02,01,04,01,207.9,07,03,72,01,02,12420,02,16,01,02,05,01,01,01,66427.32798632,10,2.4398388,16,02,-1,S,S,30,3000,1500,1500,20,3000,1500,05,3000,1500,1500,05,3000,1500
30362354,01,04,1405,1415,10,1.475,03,0,0,02,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,50,02,1.475,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303623540104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,04,01,2,2,08,2,GA,13,2,1,201607,01,02,03,01,02,01,01,01,223.0,05,03,53,01,02,XXXXX,02,55,03,02,04,01,02,01,20864.5507068987,03,1.6447725,55,02,01,T,T,40,750,300,350,40,750,300,40,750,300,350,40,750,300
40575611,01,11,2002,2013,11,4.666,04,1,0,02,-1,-1,-1,-1,-1,01,06,02,01,01,1,1,2,02,02,NHB,85,01,4.666,01,70,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,405756110111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,06,01,2,5,07,2,GA,13,2,2,201703,01,02,03,01,02,01,01,01,234.5,05,03,53,01,02,XXXXX,02,62,03,02,97,01,01,01,17278.309532834,04,5.2030566,62,02,03,T,T,40,1500,300,350,30,1500,750,20,750,300,150,05,750,300
30180051,01,09,1735,1745,10,1.763,03,1,1,01,-1,-1,-1,-1,-1,02,11,02,01,01,2,0,2,01,02,HBSHOP,-9,02,-1,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,301800510109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,06,01,2,2,09,2,NY,36,2,0,201611,01,10,01,05,01,01,05,01,241.0,02,01,21,01,02,35620,02,73,03,01,06,01,02,01,16638.079647869,03,1.9659213,73,01,01,S,S,05,1500,750,750,20,3000,1500,05,1500,750,750,05,3000,750
40137847,04,04,1600,1610,10,2.57,06,1,0,02,-1,-1,-1,-1,-1,97,16,02,01,02,1,1,2,01,02,HBSOCREC,-9,01,-1,02,01,02,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,401378470404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,07,01,4,4,06,2,SC,45,3,1,201701,01,08,03,03,02,02,06,01,246.9,05,03,53,01,02,XXXXX,02,16,01,01,05,01,02,02,237123.389323475,10,2.865807,16,01,04,T,R,40,300,300,75,40,1500,750,40,300,300,75,30,50,50
40108368,01,01,0730,0740,10,1.823,06,0,0,02,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,60,02,1.823,01,80,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,401083680101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,05,01,2,3,05,2,TX,48,2,1,201611,01,02,04,06,02,04,06,02,208.7,07,03,74,01,02,XXXXX,02,79,03,01,01,01,01,01,82152.4911314719,10,2.0328273,79,01,04,R,R,20,50,50,25,20,50,50,20,50,50,25,20,50,50
30377274,04,03,1830,1845,15,14.415,04,2,2,02,-1,-1,-1,-1,-1,02,01,02,01,01,3,0,3,01,02,HBSOCREC,60,02,-1,02,50,02,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,303772740403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,03,01,4,3,06,2,SC,45,2,2,201608,01,04,04,06,02,04,06,02,228.4,05,03,54,01,02,XXXXX,02,5,-1,01,-1,02,-1,-1,132733.076416606,10,16.0741665,5,01,03,R,R,20,50,50,25,20,50,50,30,50,50,25,30,50,50
30521518,01,04,1158,1215,17,2.475,03,0,0,02,-1,-1,-1,-1,-1,01,11,02,01,01,1,0,1,02,02,HBSHOP,402,02,2.475,01,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,305215180104,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,05,02,2,2,06,2,CA,06,2,2,201609,01,02,01,05,01,01,05,01,265.6,09,04,91,06,02,31080,02,25,05,01,01,01,01,01,365523.412217706,04,2.7598725,25,01,01,S,U,20,7000,3000,3000,05,3000,1500,80,17000,7000,5000,70,17000,7000
40473109,02,04,1720,1740,20,9.546,04,0,0,02,-1,-1,-1,-1,-1,02,03,02,01,01,1,0,1,02,02,HBW,-9,02,9.546,01,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,404731090204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,04,01,2,2,09,2,GA,13,2,2,201703,01,02,03,01,02,01,01,01,237.7,05,03,53,01,02,XXXXX,02,57,03,02,01,01,01,01,14869.0539148324,01,10.247631,57,02,03,C,T,30,750,300,150,60,1500,750,05,1500,300,750,20,1500,300
30337210,01,01,1130,1135,5,0.79,03,0,0,01,-1,-1,-1,-1,-1,01,01,02,01,01,1,0,1,02,02,HBSHOP,5,02,0.79,01,40,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303372100101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,03,01,2,1,-8,1,NY,36,2,0,201609,01,10,02,04,02,01,03,01,235.6,02,01,22,01,02,15380,02,83,02,02,06,01,02,01,73224.2219701979,03,0.880929,83,02,01,C,S,05,3000,1500,1500,05,7000,3000,20,3000,1500,1500,20,1500,750
