,race,age,gender
138188,white,adult,female
1767658,white,tenager,female
577914,white,adult,female
287432,white,tenager,male
1704823,white,adult,female
1866609,asian,adult,female
646749,native,senior,male
525914,white,young-adult,male
668557,black,adult,male
1245585,white,adult,female
1048089,black,adult,female
327750,white,adult,female
1613563,white,child,male
889846,white,adult,male
845672,asian,adult,male
1619279,white,tenager,male
633042,white,child,female
1352042,asian,adult,female
618695,asian,child,female
1343493,other,young-adult,female
893738,white,adult,male
663467,white,senior,female
661422,other,adult,female
149751,white,senior,male
656656,white,child,female
471062,white,adult,female
1193649,other,adult,female
1666180,white,tenager,male
1786947,white,adult,male
427383,asian,adult,female
661518,white,adult,male
1291516,white,adult,female
230276,white,tenager,male
35289,white,tenager,female
1202540,other,tenager,male
680468,white,tenager,female
394754,other,adult,male
134632,asian,senior,male
1884206,white,adult,male
246541,white,adult,male
193853,white,adult,male
1237690,white,tenager,female
1692884,white,adult,male
1377275,white,senior,male
977994,white,adult,female
1646136,white,adult,male
1813595,white,adult,male
1613095,black,young-adult,female
934392,other,child,female
944319,black,senior,female
1023041,white,tenager,male
141764,white,senior,male
1788344,white,tenager,male
100714,asian,young-adult,male
312931,white,senior,male
497692,asian,young-adult,female
396255,white,tenager,male
793217,white,adult,female
1257265,white,adult,female
480227,white,adult,female
654066,white,adult,female
798712,black,adult,female
757740,black,tenager,male
110203,white,tenager,female
313664,white,senior,female
219789,white,young-adult,female
251367,white,tenager,male
794373,white,adult,female
106612,white,adult,female
39271,white,adult,female
782531,asian,adult,female
1612548,white,senior,female
481453,white,tenager,male
1709190,white,tenager,male
897668,asian,senior,female
861258,white,adult,female
1347411,native,adult,male
1520780,white,adult,male
1183319,black,young-adult,female
1592083,white,tenager,female
112304,asian,tenager,male
894630,white,adult,female
1792488,asian,young-adult,female
389538,black,adult,female
1688992,asian,senior,male
229469,white,senior,male
1588205,white,senior,female
1553702,white,child,female
1354978,white,senior,male
746645,black,tenager,male
737122,other,tenager,male
395218,white,adult,male
1408163,other,adult,male
558379,white,senior,female
383718,white,adult,male
1666782,white,adult,female
448174,white,adult,male
989006,white,tenager,male
592668,white,senior,female
299486,other,child,male
5219,white,adult,male
1267062,black,adult,female
1372487,white,senior,female
1082479,white,adult,male
1172753,white,adult,female
1487440,white,young-adult,female
1818091,asian,senior,female
674733,white,young-adult,female
279862,white,adult,male
1357767,white,adult,male
31211,black,tenager,female
457624,black,adult,male
1467110,white,adult,female
1559148,asian,child,female
1717828,white,adult,male
1331933,asian,adult,female
697963,white,senior,male
955946,black,tenager,male
1785614,white,tenager,male
392855,white,tenager,female
709580,other,tenager,male
1075998,other,adult,female
1745710,native,adult,female
1067794,white,adult,male
1227550,white,tenager,female
1786097,white,senior,male
974679,black,senior,female
153404,white,adult,female
493091,white,child,male
524420,black,senior,female
1557072,pacific-islander,child,female
1593075,white,child,male
222230,white,young-adult,male
1209860,white,adult,female
712039,other,tenager,male
289132,native,tenager,male
1816587,white,adult,male
1560547,white,senior,male
319458,black,tenager,female
16148,white,tenager,female
373144,white,adult,female
1050466,other,adult,male
1608643,other,adult,female
996601,other,adult,male
1874488,white,tenager,male
69121,white,adult,female
1321064,white,adult,male
1614576,white,senior,female
202653,white,adult,male
1123169,white,senior,male
1776341,white,adult,female
475505,white,tenager,female
720996,white,senior,male
754434,asian,adult,male
922363,native,tenager,male
596932,white,adult,female
143081,white,child,male
1470221,white,tenager,female
759909,white,adult,male
279300,other,adult,male
798336,white,adult,male
1357350,asian,young-adult,male
1773809,asian,adult,female
1292680,white,young-adult,male
334606,white,senior,male
125972,asian,adult,male
180637,black,tenager,male
1143952,white,adult,male
1648382,white,adult,male
828636,white,adult,male
642503,white,adult,male
149035,white,tenager,female
521693,white,senior,male
1426879,native,senior,male
1468177,asian,senior,female
1689004,white,adult,male
1291574,white,adult,female
1177416,asian,adult,female
758755,other,senior,female
503346,white,adult,male
1106482,white,adult,female
1034864,white,adult,female
813345,white,tenager,female
1076073,white,tenager,female
709342,white,adult,male
122520,black,adult,male
961936,black,adult,female
1701350,white,senior,female
748687,asian,senior,male
361902,white,senior,male
1330466,white,adult,female
1565357,asian,senior,male
1444169,white,adult,male
304572,white,tenager,female
163158,asian,adult,female
609016,black,senior,male
496339,other,young-adult,female
719650,white,tenager,male
1794769,asian,adult,male
1210246,asian,adult,male
1408929,white,young-adult,male
1003494,other,adult,female
797739,white,adult,male
753423,black,senior,male
1404657,other,adult,male
552677,white,child,male
1508056,native,adult,male
1082289,asian,adult,female
1742561,asian,senior,female
895737,native,tenager,male
643050,asian,adult,male
543252,other,adult,female
224595,white,senior,female
1788084,black,adult,male
1601796,white,adult,female
1281719,white,tenager,female
1207803,other,tenager,male
410628,white,adult,female
574999,white,young-adult,male
39795,white,adult,female
1619802,white,senior,female
927488,white,adult,male
221113,white,adult,female
1755127,other,adult,female
1348213,white,senior,female
1377140,white,tenager,male
1423130,other,tenager,male
1127446,white,young-adult,male
106849,white,adult,female
379567,white,child,male
663530,white,senior,female
1068209,white,adult,female
984075,native,adult,female
134306,white,adult,female
92311,white,child,female
615270,white,senior,female
422225,white,adult,female
771634,other,adult,male
1841003,white,senior,male
300229,asian,adult,male
1677082,white,adult,female
1844054,white,adult,female
1616283,white,tenager,female
1115147,white,young-adult,female
909356,other,adult,male
692806,white,senior,female
1669707,asian,adult,male
963276,black,adult,male
97872,other,tenager,male
1604469,white,tenager,male
1871305,other,young-adult,female
626934,white,child,male
1301292,white,adult,male
705049,white,senior,male
1360586,white,adult,male
407580,white,child,female
1161484,white,adult,male
862128,white,tenager,female
1415976,asian,adult,male
87398,other,adult,male
1121472,white,adult,female
1368876,black,senior,male
1804465,white,senior,female
1844204,other,adult,female
917897,white,adult,male
1512381,white,adult,male
1663472,white,adult,male
1343885,white,young-adult,female
1840923,white,tenager,female
1063138,white,adult,male
995465,white,adult,male
797007,white,adult,male
1045745,asian,adult,male
1369340,other,tenager,male
172217,white,senior,female
1636502,other,tenager,male
1507573,other,young-adult,female
674138,white,senior,male
451285,other,adult,male
281892,other,tenager,male
1244940,white,adult,female
833978,asian,senior,female
1535097,white,adult,female
1676986,white,senior,female
929777,white,tenager,female
992781,white,senior,male
1326188,white,adult,male
566209,white,child,male
1404009,white,child,male
885605,white,senior,male
1618445,white,senior,male
966648,other,adult,male
811845,black,adult,male
812959,white,adult,male
827690,asian,adult,female
1691442,white,young-adult,male
856418,white,tenager,female
376296,asian,adult,male
1167951,asian,tenager,male
1563793,white,senior,male
140879,native,tenager,female
493194,white,adult,female
401963,asian,young-adult,female
1849639,white,young-adult,male
988334,other,adult,female
1257177,asian,adult,female
1459276,white,adult,female
1593587,white,adult,male
684318,white,young-adult,male
278381,other,tenager,male
347909,asian,child,male
743918,black,tenager,female
848271,other,tenager,female
1603804,white,adult,female
1289407,white,tenager,female
622334,other,tenager,male
1323191,white,senior,female
113234,white,young-adult,male
186961,black,adult,male
268915,asian,senior,female
291627,native,senior,female
584732,black,adult,female
201068,white,adult,female
1429807,asian,tenager,female
1461453,white,tenager,female
1101547,native,senior,female
112733,white,adult,female
1464861,white,adult,male
1387386,white,senior,male
394929,white,adult,male
1410137,white,adult,male
1027276,other,child,female
829085,white,senior,female
370483,white,adult,female
950406,white,tenager,female
155553,white,adult,male
1879348,white,tenager,male
784891,asian,adult,female
1158184,pacific-islander,senior,female
227030,white,tenager,male
1274229,white,senior,female
891055,asian,tenager,male
720136,white,adult,male
16205,asian,adult,male
22845,white,tenager,male
746473,asian,child,male
1202406,black,senior,male
277289,white,senior,female
1776015,asian,adult,female
864681,black,adult,female
1192952,other,senior,male
689069,asian,adult,female
216551,white,adult,male
805921,white,adult,female
1608981,white,tenager,female
324697,white,adult,female
1519718,black,adult,male
812451,other,adult,male
130833,black,tenager,male
1729859,black,adult,male
1072499,black,adult,male
1620388,other,tenager,male
407081,white,tenager,female
690906,white,adult,female
439109,other,senior,female
1464200,white,senior,male
1203785,white,adult,male
1555288,asian,senior,male
1644731,white,young-adult,male
1025171,white,adult,female
213081,white,adult,female
576516,asian,adult,female
1288544,black,tenager,female
1073968,black,senior,male
267178,other,child,male
1371529,white,adult,female
255705,white,tenager,male
340282,white,tenager,male
593194,white,tenager,male
618215,white,adult,female
1868074,black,adult,male
539560,other,tenager,male
1821064,white,senior,female
1823392,white,adult,male
335114,white,adult,female
1468971,asian,tenager,male
1352127,white,tenager,male
1324343,white,young-adult,male
466630,white,tenager,male
1127403,other,senior,male
505448,white,adult,male
942008,white,adult,male
1539159,other,adult,male
1399342,white,child,male
738188,white,child,female
1724681,asian,adult,female
771716,white,senior,female
863377,white,adult,female
1005960,white,adult,female
423122,white,adult,female
1195663,white,senior,female
1851150,other,adult,female
413742,black,adult,female
116388,white,senior,female
1199622,asian,adult,female
1855795,asian,adult,female
449833,white,young-adult,female
1502909,white,adult,female
541177,white,adult,female
111647,white,tenager,female
249898,black,adult,female
522337,white,child,male
1276647,white,adult,male
49958,black,adult,female
754643,white,tenager,male
967483,white,senior,female
1377144,asian,adult,female
408637,white,child,male
160668,other,tenager,female
1761352,white,adult,male
116765,white,senior,male
538816,black,adult,male
1200243,white,adult,female
518552,white,tenager,male
171278,other,adult,female
1390391,white,adult,male
1426256,black,young-adult,female
1110790,white,adult,female
93676,white,senior,male
436954,white,adult,male
112810,white,adult,male
1585550,white,senior,male
1886938,white,senior,female
785092,other,young-adult,female
1524124,white,adult,male
1823961,white,child,female
1460879,white,adult,female
185705,asian,senior,female
1833162,asian,adult,female
159137,asian,child,male
1601574,asian,tenager,female
424186,white,senior,male
1867879,black,adult,male
1106286,white,senior,female
1175530,asian,adult,female
570582,white,adult,male
948685,white,senior,female
1222954,white,adult,male
114646,white,adult,male
407793,white,child,male
1176646,black,tenager,female
596165,black,adult,male
1159287,other,adult,female
1067720,black,child,male
888104,white,adult,male
691789,other,adult,male
1813014,white,adult,female
1321924,other,tenager,male
132133,white,adult,female
904201,other,young-adult,female
1287355,white,tenager,male
700985,other,tenager,male
124297,black,tenager,male
583059,white,child,male
11548,white,adult,male
466002,white,adult,female
1119370,black,adult,male
1778047,black,young-adult,male
1311782,white,senior,male
1678476,other,adult,female
693384,white,adult,male
1044713,white,young-adult,male
1442357,white,adult,female
20270,other,adult,female
541083,white,senior,male
719046,white,child,female
825363,asian,tenager,male
1776621,black,senior,male
145873,white,senior,male
1673976,other,tenager,male
188854,white,adult,male
1827689,white,adult,male
1500244,black,adult,female
1418510,white,child,male
508062,white,tenager,female
1717338,white,adult,female
1693140,white,senior,male
261969,asian,senior,male
1242508,white,adult,male
1873390,other,child,male
501026,white,adult,male
607513,white,senior,male
1344848,white,senior,female
1476140,white,tenager,male
253876,white,senior,male
934617,white,adult,female
629976,white,adult,female
1471567,white,senior,female
958867,asian,adult,male
1150374,other,senior,female
1486924,black,adult,male
885011,white,adult,male
912660,white,adult,female
1416178,white,adult,female
359729,white,senior,male
1794789,white,senior,female
1110882,white,tenager,female
1492040,black,senior,female
434929,white,senior,male
462439,white,adult,female
113798,white,senior,male
1461940,white,senior,female
196931,white,child,female
138995,other,adult,female
757578,white,adult,male
1625575,white,adult,male
837792,white,tenager,male
1824485,native,adult,male
975288,other,adult,male
840482,white,tenager,male
648352,black,senior,male
1601385,other,adult,female
744467,white,tenager,female
1537109,white,adult,female
758178,other,adult,male
1614011,white,adult,male
1721044,white,adult,female
1647177,white,adult,male
40564,white,adult,male
1009536,asian,adult,male
1639457,other,tenager,male
116312,asian,adult,male
807649,white,adult,female
433309,white,adult,male
664648,other,young-adult,male
1134002,white,adult,female
45868,white,young-adult,male
445133,white,adult,female
1109719,asian,child,male
729034,black,adult,female
1223427,black,adult,female
576668,asian,adult,male
1678702,white,child,male
1697498,black,senior,female
871927,white,young-adult,male
1496118,other,young-adult,male
400820,white,senior,female
1045331,asian,senior,female
1816041,white,senior,female
19987,white,adult,female
1168057,white,tenager,female
1191127,white,adult,female
1107182,white,adult,female
80339,black,adult,male
1801967,white,adult,male
1503651,white,young-adult,female
15222,white,adult,male
547358,other,adult,male
1770008,other,adult,female
153713,asian,adult,male
1382451,white,adult,male
1659892,white,adult,male
885132,white,adult,female
515418,white,adult,male
1617462,other,tenager,male
133567,native,tenager,female
1247556,white,tenager,female
1488433,black,adult,female
1030146,white,adult,female
1804115,white,senior,female
379163,white,tenager,male
543326,white,senior,male
380373,pacific-islander,adult,female
290604,asian,adult,female
639032,asian,adult,male
953286,white,adult,male
1540556,other,young-adult,female
1717705,asian,adult,male
1603129,white,adult,male
1762108,black,adult,male
710231,white,young-adult,female
912422,other,adult,male
1463556,native,young-adult,female
1643805,asian,senior,female
1614034,native,tenager,female
1648077,asian,adult,male
1731968,white,adult,female
1826156,asian,adult,male
684044,asian,adult,male
455656,white,adult,female
1835917,asian,adult,male
1554727,white,adult,male
509096,black,adult,female
391547,white,young-adult,female
1468009,asian,adult,female
1385333,asian,senior,male
329679,white,tenager,male
651289,asian,adult,female
1658131,white,adult,female
585153,black,adult,female
1216472,other,adult,female
769279,other,adult,male
875912,white,young-adult,male
1081858,white,senior,female
1015245,asian,adult,male
222331,other,young-adult,female
254830,asian,adult,female
763704,asian,young-adult,female
1050272,white,adult,male
1876727,white,young-adult,male
1331434,white,adult,male
1389820,white,senior,female
1382244,other,child,female
1712124,black,adult,male
599732,other,adult,male
1302283,white,senior,male
939706,white,young-adult,male
1744500,white,senior,male
1786605,white,tenager,male
1338540,other,adult,female
233406,white,tenager,female
377711,white,child,female
236655,white,child,male
1498195,white,adult,female
245323,white,adult,male
952995,asian,adult,female
1630784,asian,child,male
760204,white,tenager,male
1709607,white,adult,female
333091,other,adult,female
199617,white,adult,female
285853,white,adult,male
1169783,white,adult,male
1204777,asian,tenager,male
149764,other,child,female
974257,white,senior,male
1231892,white,adult,male
941367,white,senior,female
1549082,asian,adult,male
977539,asian,senior,male
905286,native,adult,female
1280676,asian,adult,male
238706,white,senior,female
723084,white,adult,female
321841,white,adult,male
737912,other,tenager,male
1803684,white,adult,male
1847183,white,young-adult,male
1056258,other,tenager,male
996102,asian,adult,male
492395,white,adult,female
1040529,native,adult,male
1129603,asian,senior,male
1379720,white,senior,male
1246690,white,tenager,male
90805,other,adult,female
1881795,white,senior,male
66558,asian,adult,male
1410525,other,tenager,female
747521,white,senior,female
1333131,white,senior,female
1030003,white,young-adult,female
1126076,white,tenager,male
534005,white,adult,male
1276098,white,tenager,female
1019008,asian,adult,female
787277,white,senior,female
420231,white,adult,male
1628316,other,adult,female
834784,other,adult,male
935583,white,tenager,male
673706,other,adult,male
7748,white,adult,male
1581446,white,adult,female
1308787,white,adult,male
1619505,white,senior,female
1297781,white,senior,female
226023,white,adult,male
895150,white,adult,female
1732532,white,tenager,male
646404,white,adult,male
659311,white,senior,male
1859748,black,adult,male
256037,black,senior,female
1091413,other,senior,female
1370485,white,tenager,male
1392828,white,tenager,male
485938,white,child,female
1813674,white,young-adult,female
263923,white,adult,male
757733,white,adult,male
1472898,asian,tenager,female
453009,white,senior,female
405501,white,adult,male
503439,white,adult,female
494510,white,senior,female
768112,white,tenager,female
334793,white,adult,male
1033246,asian,senior,male
63194,other,tenager,female
1520202,white,adult,male
1436073,white,tenager,female
902908,asian,young-adult,female
1875635,white,young-adult,male
602615,white,tenager,female
1459769,black,adult,male
1074942,white,senior,female
1768480,asian,adult,female
578683,asian,senior,female
645980,asian,adult,male
980314,white,adult,male
1718776,white,child,male
1847436,other,senior,female
258199,other,tenager,female
431789,black,young-adult,male
77667,other,adult,male
206463,white,adult,female
336190,white,young-adult,male
1108831,other,child,female
1464412,white,senior,male
776994,white,senior,female
1866582,other,senior,male
224537,white,child,male
1679817,black,adult,female
1667891,white,adult,male
1609284,other,tenager,male
1279309,white,senior,female
1629387,white,tenager,female
1462797,white,adult,female
1192691,white,adult,female
403116,white,adult,female
1359528,white,adult,female
922992,white,young-adult,female
644751,asian,adult,female
1624431,white,adult,female
1025490,white,adult,male
1574522,white,adult,male
1352280,white,child,female
1509970,white,young-adult,female
216518,white,tenager,male
1268193,white,senior,male
850661,white,adult,female
1558754,white,tenager,male
1295145,asian,adult,male
1620525,white,adult,male
1007373,white,adult,female
930028,white,adult,male
179104,white,young-adult,male
577174,white,adult,male
1159709,white,adult,female
913159,white,adult,female
72077,white,adult,female
702554,white,adult,female
658005,other,tenager,male
712351,black,adult,female
1665922,asian,adult,female
50328,white,senior,male
310235,asian,senior,female
552514,white,senior,male
1083588,asian,adult,female
924035,asian,adult,female
999110,white,adult,male
1687914,white,senior,male
1607131,white,senior,female
270833,white,adult,female
45305,asian,adult,female
525758,white,tenager,female
1186031,white,adult,female
1509588,black,adult,male
376755,white,senior,female
1556049,other,adult,male
1662900,other,adult,male
1301597,other,adult,female
207912,white,young-adult,female
1737456,other,adult,male
1418756,asian,senior,female
1715304,other,adult,female
217374,white,adult,male
128611,other,tenager,male
1059059,native,child,male
125794,white,tenager,male
1693304,other,senior,male
1586090,black,senior,male
1594765,white,adult,female
1164403,asian,young-adult,male
856717,white,adult,female
1278564,black,adult,male
1554447,asian,tenager,male
1590515,white,adult,male
992272,white,adult,male
1592768,asian,adult,female
324930,white,adult,male
1541340,white,adult,female
52416,white,senior,male
72444,white,adult,female
1313745,white,adult,male
394728,white,senior,male
582585,white,adult,male
1314459,other,adult,female
1682090,other,adult,female
1356345,white,adult,male
1198062,black,adult,male
106546,white,adult,male
62881,asian,adult,female
977719,white,senior,male
1655979,other,young-adult,female
636903,white,child,male
1826536,white,adult,male
1087045,white,senior,male
1503030,asian,tenager,female
246902,white,tenager,female
130667,white,adult,male
1742053,other,tenager,male
1197804,white,adult,female
130023,black,adult,male
287883,white,adult,female
713300,white,adult,male
94736,white,tenager,male
661519,asian,senior,male
264584,asian,adult,male
1211422,white,senior,female
1597397,white,senior,female
282247,white,senior,male
249916,asian,adult,male
438926,white,senior,male
192711,other,young-adult,male
973091,white,adult,female
179004,white,senior,male
1845711,white,tenager,male
289248,black,tenager,female
122456,white,tenager,male
1724704,white,child,male
21251,white,young-adult,male
218752,white,tenager,male
232572,white,senior,male
1406331,white,adult,female
1773078,black,senior,female
505704,other,tenager,male
1756529,white,young-adult,female
1488257,asian,senior,female
348612,pacific-islander,young-adult,female
475733,white,senior,female
48482,white,adult,male
1712536,white,adult,female
974200,white,adult,male
908048,white,adult,female
287844,asian,tenager,male
154641,white,adult,female
1185559,other,tenager,female
90436,other,senior,female
774623,black,senior,female
967077,white,tenager,male
1760996,white,adult,male
682029,white,senior,male
656250,white,senior,male
1036994,white,adult,male
99719,other,child,female
691718,white,adult,female
1189409,white,tenager,male
352734,asian,senior,female
1848636,asian,young-adult,male
1643720,white,senior,female
498471,white,child,male
706168,white,adult,male
278410,white,adult,female
1731937,white,senior,male
549039,asian,adult,female
270094,white,adult,female
1855444,white,senior,female
1118458,other,tenager,female
702260,asian,adult,male
1221313,white,child,female
1634198,white,senior,female
305697,asian,adult,female
1177004,black,adult,female
666950,white,senior,female
1176165,other,young-adult,male
379113,black,young-adult,male
940627,white,adult,male
1874295,white,adult,female
1080459,white,adult,female
1529476,native,senior,female
1334822,other,adult,male
1259523,asian,tenager,male
855293,white,tenager,female
1194790,white,senior,male
483958,white,adult,male
1618765,black,tenager,male
1838349,other,adult,female
1344036,asian,tenager,male
1082784,other,child,male
1838004,asian,adult,female
238972,asian,adult,female
704094,asian,young-adult,male
1175342,white,adult,male
838749,white,adult,female
850854,asian,tenager,female
1252102,asian,adult,male
262282,white,senior,female
1497023,white,adult,male
1421787,white,adult,female
1798219,white,adult,female
946577,asian,child,female
539463,black,adult,male
1524934,asian,senior,male
728850,white,child,female
1778368,white,senior,male
1768412,white,child,female
457804,white,senior,male
1622119,other,adult,male
911187,white,tenager,male
1054787,white,adult,male
1709627,white,adult,female
368688,other,adult,female
226061,asian,adult,male
54682,white,child,female
1218798,black,adult,female
223075,other,adult,male
317443,asian,adult,female
462609,white,tenager,male
1583544,white,adult,female
953674,white,adult,female
380066,white,adult,male
321481,white,senior,female
873846,white,adult,female
1624442,black,adult,female
1042511,white,adult,male
1185249,white,senior,female
1220331,asian,adult,male
212623,other,tenager,male
1881021,black,tenager,male
1884994,other,adult,female
599884,other,adult,male
1294745,other,tenager,male
1127423,white,adult,male
819419,black,senior,male
323304,white,adult,male
1705714,white,adult,female
1387230,other,tenager,male
458654,white,adult,male
1384358,other,adult,female
463360,white,adult,male
131132,white,tenager,female
586609,white,tenager,female
1528821,white,adult,female
1772896,other,adult,male
1046429,white,senior,female
1198750,asian,adult,female
89581,white,adult,female
265411,white,tenager,female
1721701,white,adult,male
48786,white,tenager,male
1135103,white,senior,male
1015165,white,adult,female
73085,white,tenager,male
35245,white,tenager,male
784738,white,tenager,female
231034,white,young-adult,male
477726,white,adult,male
1106282,white,adult,female
1349808,white,adult,female
198861,white,senior,female
1706645,white,tenager,female
1459659,other,adult,female
1352420,other,tenager,female
1294518,white,adult,male
1420610,white,adult,female
1739140,other,adult,female
1563270,white,adult,male
892072,black,adult,female
1364710,white,senior,female
1635659,white,senior,male
1015458,white,child,female
1147183,white,tenager,female
585760,asian,adult,female
1448215,white,adult,male
696581,white,adult,male
54231,native,tenager,male
1449605,white,senior,male
1230251,white,tenager,male
190814,white,tenager,female
1075069,white,child,male
1557996,white,young-adult,female
1760156,white,senior,male
517038,white,young-adult,male
1262400,other,tenager,male
1735596,pacific-islander,adult,male
582712,white,adult,male
733916,white,tenager,female
109367,white,tenager,male
264583,asian,adult,male
663235,black,adult,male
1543538,pacific-islander,tenager,male
1577817,white,tenager,male
1827078,asian,senior,female
384752,white,tenager,male
962856,white,senior,male
1570316,white,tenager,male
1375341,white,tenager,male
348051,white,senior,female
274968,white,child,male
136264,white,adult,male
1415304,white,adult,female
1203654,white,adult,female
1107906,other,adult,female
201979,other,child,male
1583359,white,senior,female
1586323,white,adult,male
1309120,white,senior,male
881578,white,senior,female
180966,white,young-adult,female
1461566,white,tenager,female
1033896,white,adult,male
1293418,white,adult,male
1090522,asian,adult,male
632350,white,tenager,male
1160787,asian,senior,male
277205,white,tenager,male
60469,white,young-adult,female
1674801,other,tenager,female
422804,black,tenager,female
1268882,other,adult,male
1496392,white,adult,female
773246,other,adult,female
1510355,white,young-adult,female
525143,other,tenager,female
1585905,white,senior,male
1462451,white,adult,male
735943,white,adult,male
1205174,white,adult,male
257812,white,senior,female
665568,asian,adult,male
1085134,white,adult,male
286315,asian,senior,male
497191,white,senior,female
1208565,other,tenager,male
1315132,asian,tenager,male
1747022,white,adult,female
1405760,other,adult,male
124816,white,adult,female
499809,white,young-adult,male
1131879,black,senior,female
238811,white,child,female
103618,white,child,male
28456,native,adult,female
1461041,black,adult,male
1096612,asian,adult,female
762406,black,adult,male
165673,white,adult,female
813822,asian,adult,female
343698,white,tenager,female
1338594,white,senior,male
1836072,white,adult,male
1713965,white,senior,male
1113459,white,adult,male
939316,white,adult,male
1328808,white,young-adult,female
806013,white,adult,male
27697,white,adult,female
112816,white,senior,male
837350,white,tenager,female
1094742,white,senior,male
1688044,other,adult,female
812450,other,adult,female
852077,white,adult,male
856388,white,adult,male
316089,white,tenager,male
833508,asian,young-adult,female
1118326,black,young-adult,male
270402,white,adult,male
137555,black,adult,female
1128652,white,young-adult,male
1011378,white,senior,female
628335,other,senior,female
1667527,other,child,female
894488,white,tenager,female
778998,asian,adult,female
937018,white,tenager,male
114410,white,tenager,male
1483313,asian,tenager,female
288513,white,adult,female
1429715,white,child,female
878539,white,young-adult,female
1046856,white,tenager,male
628762,native,young-adult,female
113260,other,adult,male
1679380,white,adult,female
1347542,asian,adult,female
786989,white,child,female
1045014,white,young-adult,female
828066,asian,senior,male
551599,native,tenager,male
575363,white,adult,male
526263,asian,senior,female
1141795,white,adult,male
406586,white,adult,female
45616,other,child,male
764635,white,adult,male
184637,white,senior,female
87936,asian,senior,female
1674275,white,tenager,female
267732,other,senior,female
1469438,asian,adult,male
881807,other,tenager,female
125704,asian,adult,female
268878,asian,adult,female
943228,white,young-adult,female
128465,white,adult,male
365900,other,adult,female
310281,white,tenager,female
1663386,other,adult,male
1767311,white,tenager,female
1872135,white,adult,male
1461136,white,tenager,male
1418576,white,adult,female
197543,asian,senior,female
49936,other,adult,male
1639023,white,adult,female
1047523,white,adult,female
1366881,asian,adult,female
1700273,black,tenager,male
413506,white,adult,male
17761,white,adult,male
1040117,white,adult,female
1279860,white,senior,female
1059957,black,child,male
1610888,white,tenager,female
1501978,asian,child,female
1713698,white,adult,female
1463301,other,tenager,female
1417592,white,tenager,male
1865645,white,adult,female
1813019,asian,senior,female
1287199,white,tenager,female
547869,black,adult,female
1732369,asian,adult,female
1130811,asian,young-adult,male
1283009,other,adult,female
36028,white,adult,male
1093821,white,tenager,female
37868,white,adult,female
177491,white,adult,female
142450,asian,adult,male
896448,white,senior,male
1877647,black,senior,male
1112635,white,senior,female
595653,white,adult,female
637488,white,adult,male
1700590,other,adult,female
65567,white,child,male
1777100,asian,adult,female
1295598,asian,senior,female
1196661,white,senior,female
1339169,white,tenager,male
1493999,white,senior,female
671928,other,adult,female
693246,white,senior,male
1066932,black,adult,female
1304018,black,adult,female
730526,white,tenager,male
410900,other,young-adult,female
1303413,other,tenager,male
1842903,white,adult,male
261820,white,tenager,male
1456712,white,adult,male
1524284,asian,adult,male
1522779,black,adult,male
864393,white,young-adult,male
1355413,other,young-adult,female
1029110,asian,adult,female
19106,white,adult,male
1754195,white,child,male
681499,black,adult,male
24120,white,senior,male
64921,asian,tenager,female
77348,white,adult,male
420311,asian,adult,female
331654,other,adult,male
277177,white,adult,male
1617018,white,adult,female
1356486,white,adult,male
1350033,other,tenager,female
587838,white,adult,female
821980,asian,adult,female
1725130,white,tenager,male
584526,white,senior,female
579002,white,senior,male
1728029,white,young-adult,female
230054,white,tenager,female
497790,white,adult,female
1228839,other,adult,male
1818389,white,young-adult,female
732070,white,adult,male
140368,black,young-adult,male
550379,white,senior,female
1072731,white,adult,female
1464802,pacific-islander,child,female
1609859,white,senior,male
1658270,asian,adult,female
930689,black,senior,female
182856,white,tenager,female
1860916,white,adult,female
255265,other,adult,female
1056303,black,adult,female
721471,white,senior,male
656979,white,senior,female
128529,white,young-adult,male
746866,other,young-adult,female
1562499,asian,senior,female
1380684,asian,adult,male
499979,white,adult,male
595522,white,adult,male
1550425,white,adult,male
1622461,other,young-adult,female
310400,other,adult,female
340327,other,adult,male
1853051,white,adult,female
1102374,white,tenager,male
1250256,white,tenager,male
1474200,black,adult,female
1612670,white,tenager,female
791536,white,senior,female
1658443,white,senior,female
1161942,white,senior,female
1035016,white,adult,female
1702897,white,child,female
1599910,other,tenager,male
839488,asian,adult,male
1731837,other,senior,female
1656248,white,tenager,female
927907,white,adult,female
444168,white,adult,female
956865,white,senior,female
1516925,white,tenager,female
1364349,other,adult,female
98759,white,tenager,female
49825,white,adult,female
888506,asian,adult,male
1832094,asian,adult,female
318127,asian,tenager,female
1038006,other,tenager,male
342037,white,tenager,female
1836619,white,adult,male
731147,white,adult,male
1316078,white,tenager,female
1665496,white,adult,female
1341584,white,tenager,female
117961,white,adult,female
1525496,white,senior,male
659876,white,adult,female
586814,white,adult,male
297104,black,adult,male
889954,asian,senior,female
1416759,asian,young-adult,male
1653508,black,adult,female
334685,white,adult,female
1374158,other,tenager,female
202835,white,adult,female
2744,white,child,female
1071866,asian,adult,female
1459139,asian,adult,female
1191056,asian,adult,male
1477681,other,adult,female
1725254,white,adult,male
613331,white,adult,female
823004,white,adult,female
106457,white,adult,male
1562677,asian,adult,male
773893,white,adult,male
1355458,black,senior,female
1196814,asian,tenager,male
907919,white,senior,female
371668,white,adult,female
203461,asian,adult,male
1572570,black,senior,male
810661,asian,adult,female
1665932,other,tenager,male
1532992,asian,young-adult,female
725790,other,child,male
