,SERIALNO,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,HHSIZE,LAT,LON
7111,2019HU1340459,2.0,7,2.0,adult,High-school,male,3,9.10101,7.49677
7112,2019HU1340459,2.0,7,2.0,adult,High-school,male,3,9.101,7.49677
7113,2021HU0495906,1.0,8,1.0,senior,Bachelor,female,1,9.02852,7.48748
7114,2018HU0589508,3.0,6,2.0,senior,High-school,female,1,9.06763,7.40369
7115,2020HU0450316,3.0,8,2.0,senior,college,male,1,9.0314,7.47006
7116,2019HU0919049,3.0,7,2.0,senior,college,female,1,9.07452,7.49917
7117,2019HU1029644,3.0,7,2.0,adult,Bachelor,female,1,8.97037,7.44057
7118,2021HU0257000,2.0,8,0.0,senior,Graduate,female,1,9.04369,7.52621
7119,2018HU0935129,2.0,10,1.0,adult,High-school,male,2,9.05739,7.48614
7120,2018HU0935129,2.0,10,1.0,adult,High-school,male,2,9.0574,7.48614
7121,2019HU0396355,0.0,8,2.0,adult,college,female,1,9.07152,7.46907
7122,2019HU0289523,2.0,8,1.0,senior,High-school,female,1,9.10543,7.4814
7123,2021HU0198935,1.0,2,0.0,adult,college,male,2,9.07128,7.46284
7124,2021HU0198935,1.0,2,0.0,adult,college,male,2,9.07129,7.46284
7125,2017000725506,3.0,7,2.0,adult,college,male,1,9.05036,7.49189
7126,2021HU0820019,2.0,5,,young-adult,Bachelor,male,1,8.98578,7.36084
7127,2017001132953,3.0,4,1.0,senior,Bachelor,male,1,9.10336,7.48408
7128,2020HU1035710,2.0,8,1.0,senior,Bachelor,male,2,9.05774,7.5242
7129,2020HU1035710,2.0,8,1.0,senior,Bachelor,male,2,9.05775,7.5242
7130,2020HU0396842,2.0,4,0.0,senior,below-high,male,2,9.0298,7.5787
7131,2020HU0396842,2.0,4,0.0,senior,below-high,male,2,9.02981,7.5787
7132,2018HU0968778,2.0,5,1.0,tenager,below-high,female,1,9.03425,7.51725
7133,2017000416006,3.0,7,2.0,senior,Bachelor,male,1,9.10229,7.49443
7134,2021HU0634064,3.0,5,1.0,adult,Bachelor,female,2,9.08182,7.49317
7135,2021HU0634064,3.0,5,1.0,adult,Bachelor,female,2,9.08183,7.49317
7136,2019HU0710033,2.0,8,2.0,senior,High-school,female,1,9.07434,7.40396
7137,2017000805275,2.0,7,0.0,senior,college,female,2,9.04805,7.49043
7138,2017000805275,2.0,7,0.0,senior,college,female,2,9.04806,7.49043
7139,2017000013654,2.0,4,0.0,senior,High-school,male,1,9.01576,7.55802
7140,2019HU0740242,3.0,6,0.0,senior,college,male,2,9.0916,7.47466
7141,2019HU0740242,3.0,6,0.0,senior,college,male,2,9.09161,7.47466
7142,2019HU0760400,2.0,5,1.0,senior,High-school,male,1,9.07576,7.40427
7143,2017001173803,3.0,5,2.0,adult,Bachelor,male,1,9.10351,7.48949
7144,2018HU0607192,3.0,8,2.0,adult,Bachelor,male,1,9.09956,7.41104
7145,2019HU0577652,2.0,4,1.0,senior,Graduate,female,1,9.00187,7.45495
7146,2017000192210,2.0,5,2.0,young-adult,High-school,male,6,9.08492,7.46055
7147,2017000192210,2.0,5,2.0,young-adult,High-school,male,6,9.08493,7.46055
7148,2017000192210,2.0,5,2.0,young-adult,High-school,male,6,9.08492,7.46055
7149,2017000192210,2.0,5,2.0,young-adult,High-school,male,6,9.08493,7.46055
7150,2017000192210,2.0,5,2.0,young-adult,High-school,male,6,9.08492,7.46055
7151,2017000192210,2.0,5,2.0,young-adult,High-school,male,6,9.08493,7.46055
7152,2019HU0698166,3.0,8,2.0,adult,High-school,male,1,9.08228,7.48975
7153,2017000008274,2.0,5,1.0,senior,High-school,male,1,9.07175,7.40296
7154,2020HU0209632,3.0,6,2.0,senior,college,male,1,9.08746,7.47625
7155,2021HU0037864,3.0,7,2.0,adult,High-school,female,3,8.97,7.43928
7156,2021HU0037864,3.0,7,2.0,adult,High-school,female,3,8.97001,7.43928
7157,2021HU0037864,3.0,7,2.0,adult,High-school,female,3,8.97,7.43928
7158,2020HU0108800,2.0,5,1.0,senior,High-school,male,1,9.05547,7.48034
7159,2020HU0132680,3.0,5,2.0,adult,High-school,male,2,9.03105,7.49513
7160,2020HU0132680,3.0,5,2.0,adult,High-school,male,2,9.03106,7.49513
7161,2019HU0048004,2.0,5,2.0,senior,Bachelor,male,2,9.07551,7.48167
7162,2019HU0048004,2.0,5,2.0,senior,Bachelor,male,2,9.07552,7.48167
7163,2020HU1026973,1.0,5,0.0,senior,High-school,male,1,9.07819,7.50015
7164,2017000518808,2.0,6,0.0,senior,college,male,1,9.07773,7.39275
7165,2018HU1281077,1.0,7,1.0,tenager,below-high,female,1,9.1506,7.35915
7166,2020HU0085618,2.0,6,1.0,senior,High-school,female,1,9.0758,7.47594
7167,2017000093513,1.0,5,0.0,senior,below-high,female,1,9.10483,7.4928
7168,2017001239335,2.0,3,1.0,senior,High-school,female,1,8.8903,7.24589
7169,2019HU1288125,3.0,7,2.0,adult,High-school,male,1,8.95823,7.36845
7170,2018HU0753701,2.0,3,1.0,senior,below-high,male,1,9.06496,7.47347
7171,2019HU0685062,3.0,8,2.0,senior,Graduate,male,1,9.14997,7.35501
7172,2018HU0642891,1.0,7,1.0,adult,Graduate,female,1,9.04468,7.47364
7173,2021HU0981042,2.0,6,2.0,adult,college,female,1,9.0914,7.49876
7174,2018HU1352609,2.0,8,2.0,adult,Bachelor,female,1,9.11564,7.45543
7175,2018HU0919558,2.0,7,0.0,senior,High-school,female,4,9.07494,7.39688
7176,2018HU0919558,2.0,7,0.0,senior,High-school,female,4,9.07495,7.39688
7177,2018HU0919558,2.0,7,0.0,senior,High-school,female,4,9.07494,7.39688
7178,2018HU0919558,2.0,7,0.0,senior,High-school,female,4,9.07495,7.39688
7179,2020HU0837678,3.0,6,2.0,senior,High-school,male,1,9.08138,7.48416
7180,2021HU1149287,2.0,6,,adult,college,male,1,9.05983,7.50052
7181,2018HU0577262,2.0,6,2.0,tenager,below-high,male,1,9.11721,7.40618
7182,2019HU0198827,3.0,6,,adult,High-school,male,1,9.00739,7.47
7183,2019HU0663125,2.0,7,1.0,senior,High-school,male,1,8.98591,7.44547
7184,2018HU0214114,1.0,6,0.0,senior,High-school,female,2,9.07789,7.47146
7185,2018HU0214114,1.0,6,0.0,senior,High-school,female,2,9.0779,7.47146
7186,2017000951329,3.0,8,2.0,adult,college,female,2,9.0568,7.46549
7187,2017000951329,3.0,8,2.0,adult,college,female,2,9.05681,7.46549
7188,2017000031382,2.0,5,2.0,young-adult,Bachelor,female,1,9.00304,7.56025
7189,2019HU1097129,3.0,7,2.0,senior,Bachelor,female,1,8.9741,7.49017
7190,2020HU0587862,3.0,8,2.0,adult,Bachelor,female,2,9.07497,7.43258
7191,2020HU0587862,3.0,8,2.0,adult,Bachelor,female,2,9.07498,7.43258
7192,2020HU0286356,2.0,7,2.0,adult,college,female,1,9.04521,7.40591
7193,2021HU1407847,3.0,5,1.0,senior,High-school,female,2,9.07114,7.48524
7194,2021HU1407847,3.0,5,1.0,senior,High-school,female,2,9.07115,7.48524
7195,2018HU0453521,1.0,4,0.0,adult,below-high,male,1,9.03061,7.502
7196,2019HU0732074,2.0,6,2.0,adult,High-school,female,1,8.96854,7.46456
7197,2017000643045,1.0,6,1.0,senior,college,male,1,9.08081,7.43103
7198,2021HU0612208,3.0,7,2.0,senior,High-school,female,2,9.07398,7.40382
7199,2021HU0612208,3.0,7,2.0,senior,High-school,female,2,9.07399,7.40382
7200,2017000734808,2.0,10,1.0,senior,High-school,female,1,9.0372,7.48506
7201,2021HU0952062,1.0,5,1.0,adult,Bachelor,female,1,9.00009,7.42591
7202,2021HU0319238,1.0,4,0.0,senior,High-school,male,1,8.96609,7.38186
7203,2019HU0576707,2.0,10,0.0,senior,High-school,female,1,9.07576,7.43018
7204,2018HU0248798,3.0,3,,senior,college,female,1,9.06568,7.46812
7205,2021HU0981908,3.0,8,1.0,senior,Bachelor,male,3,8.97346,7.18634
7206,2021HU0981908,3.0,8,1.0,senior,Bachelor,male,3,8.973469999999999,7.18634
7207,2021HU0981908,3.0,8,1.0,senior,Bachelor,male,3,8.97346,7.18634
7208,2018HU1389758,2.0,4,1.0,senior,below-high,female,1,8.9491,7.26208
7209,2020HU0418275,3.0,8,2.0,adult,Bachelor,female,1,8.99864,7.46502
7210,2021HU1267154,2.0,6,2.0,adult,college,male,2,9.08364,7.48682
7211,2021HU1267154,2.0,6,2.0,adult,college,male,2,9.08365,7.48682
7212,2019HU0673165,2.0,6,1.0,senior,college,female,1,9.00304,7.45594
7213,2021HU0536523,1.0,3,0.0,senior,below-high,male,1,9.08714,7.47733
7214,2020HU1089172,1.0,4,0.0,senior,Bachelor,female,1,9.07112,7.40147
7215,2019HU0140681,2.0,4,1.0,adult,High-school,female,1,9.03217,7.58312
7216,2019HU0091801,2.0,7,2.0,adult,college,male,1,9.03546,7.58156
7217,2018HU0749542,2.0,6,1.0,senior,High-school,female,1,9.07066,7.44372
7218,2019HU0400119,1.0,5,1.0,adult,college,male,1,9.03265,7.44424
7219,2019HU0717406,3.0,7,2.0,senior,Bachelor,male,2,9.05889,7.37536
7220,2019HU0717406,3.0,7,2.0,senior,Bachelor,male,2,9.0589,7.37536
7221,2017001076177,2.0,6,2.0,adult,college,female,1,9.09205,7.49402
7222,2021HU0695859,3.0,8,2.0,adult,college,female,1,9.04895,7.47441
7223,2018HU0369862,3.0,6,2.0,adult,college,female,1,9.06452,7.37098
7224,2019HU1326977,2.0,8,2.0,adult,Bachelor,female,1,9.07853,7.39198
7225,2017000496349,1.0,8,1.0,adult,Graduate,female,1,9.0743,7.49162
7226,2017000435808,2.0,6,2.0,senior,college,male,1,9.03211,7.46999
7227,2018HU0093398,2.0,3,2.0,young-adult,Bachelor,male,1,9.03496,7.52302
7228,2019HU0973267,3.0,7,2.0,senior,college,male,2,9.12944,7.37041
7229,2019HU0973267,3.0,7,2.0,senior,college,male,2,9.12945,7.37041
7230,2019HU0048351,2.0,8,2.0,adult,college,male,1,9.05204,7.46103
7231,2021HU0145000,3.0,5,0.0,senior,Bachelor,female,1,9.0493,7.48239
7232,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07234,7.48768
7233,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07235,7.48768
7234,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07234,7.48768
7235,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07235,7.48768
7236,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07234,7.48768
7237,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07235,7.48768
7238,2021HU1068718,1.0,7,2.0,adult,college,female,7,9.07234,7.48768
7239,2020HU0592730,2.0,9,2.0,adult,Bachelor,male,1,9.04291,7.51468
7240,2019HU0757395,2.0,4,0.0,senior,High-school,male,1,9.07001,7.48245
7241,2017000039040,2.0,2,0.0,senior,High-school,male,2,9.04076,7.50016
7242,2017000039040,2.0,2,0.0,senior,High-school,male,2,9.04077,7.50016
7243,2020HU0003711,1.0,1,1.0,adult,High-school,female,1,9.02774,7.49495
7244,2017000639934,3.0,6,0.0,senior,college,female,2,9.06771,7.43171
7245,2017000639934,3.0,6,0.0,senior,college,female,2,9.06772,7.43171
7246,2019HU0420654,3.0,10,2.0,senior,college,female,2,9.08888,7.47989
7247,2019HU0420654,3.0,10,2.0,senior,college,female,2,9.08889,7.47989
7248,2021HU1072210,2.0,6,1.0,senior,college,female,1,9.09009,7.48274
7249,2019HU0718445,3.0,9,2.0,adult,college,male,1,9.045,7.41164
7250,2019HU1141486,2.0,7,2.0,adult,High-school,female,1,9.07775,7.47358
7251,2021HU0076640,2.0,9,1.0,senior,college,female,1,9.07239,7.49055
7252,2019HU0722958,3.0,4,1.0,senior,High-school,female,1,9.15086,7.33751
7253,2017000093400,2.0,2,1.0,tenager,below-high,female,1,9.07857,7.49469
7254,2020HU0661998,0.0,4,,adult,college,male,1,9.10528,7.49132
7255,2017000227260,2.0,6,2.0,adult,college,male,1,9.04787,7.48515
7256,2018HU1205321,2.0,4,2.0,senior,High-school,female,1,9.01602,7.4803
7257,2021HU0603194,2.0,4,1.0,tenager,below-high,male,1,9.07179,7.48186
7258,2019HU0966149,3.0,6,2.0,adult,college,male,3,9.08898,7.47854
7259,2019HU0966149,3.0,6,2.0,adult,college,male,3,9.088989999999999,7.47854
7260,2019HU0966149,3.0,6,2.0,adult,college,male,3,9.08898,7.47854
7261,2019HU0968710,1.0,5,1.0,adult,college,female,1,9.07328,7.3134
7262,2018HU0707123,0.0,5,2.0,young-adult,college,female,1,9.02933,7.58585
7263,2020HU0389971,0.0,10,0.0,adult,below-high,female,1,9.00882,7.47166
7264,2019HU0352359,3.0,6,2.0,adult,High-school,male,2,9.07951,7.48491
7265,2019HU0352359,3.0,6,2.0,adult,High-school,male,2,9.07952,7.48491
7266,2017001189111,1.0,5,0.0,senior,High-school,female,1,9.07006,7.44913
7267,2018HU0120640,2.0,7,2.0,senior,Bachelor,male,1,9.07488,7.3962
7268,2017001126582,1.0,3,0.0,senior,below-high,female,1,9.05014,7.50859
7269,2018HU1099660,2.0,8,1.0,senior,High-school,female,1,8.96868,7.43814
7270,2021HU0894930,2.0,6,1.0,senior,college,female,2,9.08654,7.49035
7271,2021HU0894930,2.0,6,1.0,senior,college,female,2,9.086549999999999,7.49035
7272,2018HU0358795,1.0,5,0.0,senior,High-school,female,1,9.02057,7.58293
7273,2019HU0884696,2.0,7,,adult,High-school,female,1,9.01345,7.58968
7274,2021HU1229450,2.0,4,1.0,senior,college,female,2,9.08068,7.44793
7275,2021HU1229450,2.0,4,1.0,senior,college,female,2,9.080689999999999,7.44793
7276,2020HU0298535,3.0,6,1.0,adult,Graduate,male,1,9.07917,7.49092
7277,2021HU0691339,2.0,6,2.0,adult,High-school,female,1,9.06535,7.3671
7278,2017000583396,2.0,8,2.0,adult,High-school,male,2,9.06145,7.46534
7279,2017000583396,2.0,8,2.0,adult,High-school,male,2,9.06146,7.46534
7280,2019HU0189910,2.0,4,0.0,senior,High-school,male,1,8.99687,7.43188
7281,2020HU0805424,3.0,6,2.0,adult,High-school,male,2,9.07097,7.42997
7282,2020HU0805424,3.0,6,2.0,adult,High-school,male,2,9.07098,7.42997
7283,2019HU0661497,2.0,6,1.0,adult,High-school,female,1,9.07222,7.45426
7284,2017000262252,2.0,3,0.0,senior,High-school,female,1,9.01531,7.49134
7285,2017000759943,3.0,6,1.0,senior,High-school,female,1,9.06327,7.4301
7286,2021HU0993704,2.0,7,2.0,senior,Graduate,male,3,9.08278,7.47638
7287,2021HU0993704,2.0,7,2.0,senior,Graduate,male,3,9.08279,7.47638
7288,2021HU0993704,2.0,7,2.0,senior,Graduate,male,3,9.08278,7.47638
7289,2019HU1095316,2.0,6,2.0,senior,college,male,1,9.05126,7.50781
7290,2020HU1009801,2.0,7,2.0,adult,college,female,1,9.06583,7.42562
7291,2020HU0177930,3.0,4,1.0,tenager,High-school,male,1,9.05025,7.48701
7292,2018HU0089313,1.0,5,0.0,senior,college,female,1,9.03372,7.46939
7293,2020HU0100297,3.0,5,0.0,senior,High-school,female,1,9.05399,7.47439
7294,2017000560842,2.0,6,2.0,adult,High-school,male,1,9.0741,7.4515
7295,2020HU0597691,2.0,6,2.0,adult,High-school,male,1,9.11747,7.40234
7296,2020HU0083418,3.0,10,2.0,adult,Bachelor,female,1,9.00125,7.45439
7297,2021HU1008129,3.0,3,,adult,college,female,3,9.07638,7.48948
7298,2021HU1008129,3.0,3,,adult,college,female,3,9.07639,7.48948
7299,2021HU1008129,3.0,3,,adult,college,female,3,9.07638,7.48948
7300,2021HU0724210,3.0,8,0.0,senior,Bachelor,male,1,9.07692,7.49403
7301,2017000207239,1.0,6,0.0,senior,High-school,female,2,9.07523,7.46814
7302,2017000207239,1.0,6,0.0,senior,High-school,female,2,9.075239999999999,7.46814
7303,2021HU1129893,3.0,8,1.0,senior,college,female,1,9.02223,7.48141
7304,2017000877639,2.0,6,2.0,adult,Bachelor,male,1,9.08479,7.48366
7305,2018HU0476269,2.0,6,1.0,senior,High-school,male,1,9.10606,7.48348
7306,2019HU0956678,2.0,4,,young-adult,High-school,male,2,9.03772,7.50426
7307,2019HU0956678,2.0,4,,young-adult,High-school,male,2,9.03773,7.50426
7308,2017000858723,2.0,3,1.0,adult,Bachelor,female,1,9.11744,7.45528
7309,2020HU0604402,2.0,7,2.0,senior,Bachelor,female,1,9.08652,7.49147
7310,2021HU0672673,3.0,7,2.0,adult,college,male,2,8.97729,7.3582
7311,2021HU0672673,3.0,7,2.0,adult,college,male,2,8.9773,7.3582
7312,2020HU0882432,0.0,5,1.0,senior,High-school,male,1,9.07946,7.50027
7313,2020HU0276551,1.0,3,1.0,tenager,below-high,male,1,9.03714,7.58008
7314,2020HU0520821,2.0,5,2.0,adult,Graduate,female,1,9.0905,7.48394
7315,2020HU0934768,3.0,6,2.0,senior,Bachelor,male,1,8.98219,7.56027
7316,2019HU0853941,2.0,8,1.0,senior,High-school,male,2,9.07502,7.47922
7317,2019HU0853941,2.0,8,1.0,senior,High-school,male,2,9.07503,7.47922
7318,2019HU1145606,3.0,6,0.0,senior,below-high,male,1,8.96586,7.43866
7319,2021HU0311052,1.0,8,2.0,young-adult,Bachelor,female,1,9.09314,7.48402
7320,2018HU1081284,1.0,5,1.0,tenager,below-high,male,3,9.08731,7.47848
7321,2018HU1081284,1.0,5,1.0,tenager,below-high,male,3,9.08732,7.47848
7322,2018HU1081284,1.0,5,1.0,tenager,below-high,male,3,9.08731,7.47848
7323,2017001015222,2.0,6,,young-adult,college,female,1,9.10011,7.47928
7324,2020HU0138684,2.0,5,2.0,adult,college,male,1,9.04313,7.53078
7325,2020HU0441391,2.0,6,,senior,High-school,male,1,9.02846,7.47815
7326,2018HU1221521,2.0,10,2.0,adult,Bachelor,male,2,9.03233,7.47146
7327,2018HU1221521,2.0,10,2.0,adult,Bachelor,male,2,9.03234,7.47146
7328,2018HU0345740,2.0,6,1.0,senior,Bachelor,female,1,9.05357,7.52575
7329,2019HU0806744,2.0,10,0.0,senior,college,female,1,9.03921,7.41207
7330,2017000723106,3.0,6,1.0,senior,college,female,1,9.08366,7.46972
7331,2021HU0735604,2.0,6,2.0,adult,Graduate,male,2,9.10244,7.48662
7332,2021HU0735604,2.0,6,2.0,adult,Graduate,male,2,9.10245,7.48662
7333,2017001065125,2.0,5,,adult,college,female,1,9.10306,7.48614
7334,2021HU0733702,1.0,4,1.0,adult,below-high,female,1,9.08054,7.48608
7335,2020HU1005607,3.0,7,2.0,senior,below-high,male,2,9.07489,7.39675
7336,2020HU1005607,3.0,7,2.0,senior,below-high,male,2,9.0749,7.39675
7337,2019HU0102407,2.0,6,2.0,senior,college,female,1,9.06313,7.42727
7338,2017001143502,2.0,9,1.0,adult,High-school,female,1,9.07367,7.47846
7339,2021HU0042109,3.0,10,0.0,senior,High-school,female,1,9.06387,7.47528
7340,2017000703282,3.0,7,2.0,senior,below-high,male,1,9.07224,7.40432
7341,2017000474206,1.0,3,1.0,adult,Bachelor,male,1,9.09543,7.49335
7342,2019HU0870817,2.0,7,2.0,adult,High-school,female,1,9.09947,7.40427
7343,2020HU0920194,3.0,5,1.0,senior,High-school,female,1,9.0326,7.49744
7344,2017000121346,1.0,3,2.0,adult,college,female,2,9.05069,7.45185
7345,2017000121346,1.0,3,2.0,adult,college,female,2,9.050699999999999,7.45185
7346,2019HU0259654,2.0,6,2.0,adult,college,male,1,9.08524,7.48241
7347,2018HU0414982,2.0,7,2.0,adult,Bachelor,male,1,9.08675,7.4906
7348,2020HU0392702,0.0,2,0.0,tenager,below-high,male,2,9.0467,7.49441
7349,2020HU0392702,0.0,2,0.0,tenager,below-high,male,2,9.04671,7.49441
7350,2019HU0425208,3.0,8,2.0,adult,Bachelor,female,1,9.06105,7.42558
7351,2021HU0284333,3.0,7,0.0,senior,college,female,1,9.1024,7.49433
7352,2018HU0805975,3.0,5,1.0,adult,below-high,female,1,9.04048,7.46447
7353,2019HU0604967,3.0,5,,adult,High-school,male,1,9.07224,7.40448
7354,2019HU0136882,2.0,5,,adult,High-school,female,1,9.06515,7.47659
7355,2020HU0844089,2.0,8,1.0,senior,college,female,2,8.94086,7.54921
7356,2020HU0844089,2.0,8,1.0,senior,college,female,2,8.94087,7.54921
7357,2020HU0311126,3.0,5,2.0,tenager,below-high,female,1,9.02828,7.57791
7358,2018HU1393825,2.0,8,1.0,senior,Bachelor,male,1,9.00286,7.56016
7359,2020HU0527637,2.0,6,2.0,senior,High-school,male,1,9.06677,7.44075
7360,2018HU0115012,2.0,3,0.0,senior,High-school,female,1,9.07625,7.4716
7361,2020HU0829673,3.0,7,,adult,college,male,1,9.05758,7.45901
7362,2019HU0557357,2.0,5,0.0,senior,High-school,male,1,9.01373,7.57711
7363,2021HU0471808,2.0,8,,adult,Bachelor,male,2,9.06902,7.45024
7364,2021HU0471808,2.0,8,,adult,Bachelor,male,2,9.06903,7.45024
7365,2021HU0694056,2.0,6,2.0,senior,High-school,female,1,9.0449,7.51866
7366,2019HU0108850,1.0,3,1.0,tenager,below-high,male,1,9.04293,7.50863
7367,2018HU1197131,3.0,6,,adult,High-school,female,1,9.08396,7.47455
7368,2018HU0368634,2.0,7,2.0,senior,college,male,1,9.04237,7.48662
7369,2018HU1222888,2.0,6,1.0,adult,Bachelor,male,2,9.07484,7.3962
7370,2018HU1222888,2.0,6,1.0,adult,Bachelor,male,2,9.07485,7.3962
7371,2021HU1216314,3.0,7,2.0,senior,High-school,male,1,9.092,7.48812
7372,2020HU0184554,1.0,2,1.0,adult,college,female,2,9.07241,7.45802
7373,2020HU0184554,1.0,2,1.0,adult,college,female,2,9.07242,7.45802
7374,2019HU0280725,2.0,6,1.0,senior,college,male,1,9.06955,7.41334
7375,2019HU0742547,3.0,4,0.0,senior,High-school,female,1,9.06296,7.41616
7376,2021HU0430087,2.0,3,0.0,senior,college,female,1,9.08093,7.49692
7377,2020HU0398935,3.0,6,2.0,senior,High-school,male,1,9.02958,7.48084
7378,2020HU0224877,3.0,7,,senior,Bachelor,male,2,9.07854,7.39069
7379,2020HU0224877,3.0,7,,senior,Bachelor,male,2,9.07855,7.39069
7380,2019HU0437201,2.0,8,2.0,adult,Graduate,male,2,9.00535,7.46686
7381,2019HU0437201,2.0,8,2.0,adult,Graduate,male,2,9.00536,7.46686
7382,2019HU0449374,2.0,8,0.0,senior,college,male,2,9.07257,7.46543
7383,2019HU0449374,2.0,8,0.0,senior,college,male,2,9.07258,7.46543
7384,2018HU0001420,3.0,8,2.0,adult,Bachelor,female,1,9.02513,7.58613
7385,2018HU0951199,3.0,8,2.0,senior,college,female,1,9.01715,7.47606
7386,2018HU0098155,2.0,6,,adult,below-high,female,3,9.03277,7.39652
7387,2018HU0098155,2.0,6,,adult,below-high,female,3,9.032779999999999,7.39652
7388,2018HU0098155,2.0,6,,adult,below-high,female,3,9.03277,7.39652
7389,2020HU1057356,1.0,5,1.0,adult,High-school,female,1,9.0712,7.49136
7390,2019HU0046134,3.0,7,2.0,senior,college,female,1,9.08577,7.48127
7391,2018HU0175360,2.0,6,,young-adult,High-school,male,1,9.07782,7.47373
7392,2017000711099,2.0,8,1.0,adult,High-school,male,1,9.08297,7.47618
7393,2019HU1345825,3.0,8,1.0,senior,college,female,2,8.96406,7.36038
7394,2019HU1345825,3.0,8,1.0,senior,college,female,2,8.96407,7.36038
7395,2018HU1038899,3.0,8,1.0,adult,High-school,male,1,9.07815,7.46365
7396,2020HU0503814,2.0,8,,adult,college,male,1,9.0705,7.43714
7397,2019HU0736683,0.0,2,0.0,senior,High-school,male,1,8.87967,7.23107
7398,2017000980797,1.0,6,0.0,senior,college,male,2,9.10719,7.48548
7399,2017000980797,1.0,6,0.0,senior,college,male,2,9.107199999999999,7.48548
7400,2021HU0853477,2.0,7,1.0,adult,college,male,2,9.10821,7.4812
7401,2021HU0853477,2.0,7,1.0,adult,college,male,2,9.10822,7.4812
7402,2021HU0855720,1.0,6,0.0,senior,High-school,male,1,9.04104,7.50061
7403,2021HU1241853,3.0,8,2.0,senior,Graduate,female,2,9.11465,7.40951
7404,2021HU1241853,3.0,8,2.0,senior,Graduate,female,2,9.114659999999999,7.40951
7405,2021HU0717851,3.0,8,2.0,senior,Bachelor,female,1,8.91553,7.26149
7406,2017000606282,2.0,4,1.0,senior,High-school,female,1,9.07105,7.40364
7407,2019HU0163864,2.0,6,0.0,senior,High-school,female,1,9.1426,7.31094
7408,2021HU1075678,2.0,5,2.0,adult,college,male,1,9.09694,7.47784
7409,2020HU0060563,3.0,5,2.0,senior,college,male,1,9.07215,7.40368
7410,2018HU0385626,1.0,5,2.0,adult,Bachelor,female,1,9.08826,7.47816
7411,2017000935146,3.0,5,2.0,adult,college,female,2,9.007,7.47126
7412,2017000935146,3.0,5,2.0,adult,college,female,2,9.00701,7.47126
7413,2021HU1082178,2.0,7,2.0,young-adult,below-high,male,2,8.96693,7.43882
7414,2021HU1082178,2.0,7,2.0,young-adult,below-high,male,2,8.96694,7.43882
7415,2018HU0183953,1.0,5,2.0,adult,High-school,female,1,9.07054,7.44371
7416,2021HU1404327,3.0,2,0.0,senior,Bachelor,female,1,9.10536,7.4245
7417,2019HU1336991,2.0,6,1.0,adult,college,female,2,9.06481,7.47108
7418,2019HU1336991,2.0,6,1.0,adult,college,female,2,9.06482,7.47108
7419,2017000031334,3.0,7,,adult,High-school,male,1,9.06604,7.3959
7420,2020HU0362321,3.0,7,1.0,senior,Bachelor,female,1,9.06431,7.47226
7421,2021HU0470911,2.0,7,2.0,adult,Graduate,male,2,9.04592,7.47478
7422,2021HU0470911,2.0,7,2.0,adult,Graduate,male,2,9.04593,7.47478
7423,2021HU0831707,2.0,7,,young-adult,High-school,female,1,9.02908,7.47653
7424,2018HU0433914,3.0,7,,adult,High-school,male,1,9.05586,7.46535
7425,2017000222248,3.0,5,2.0,adult,college,male,1,9.07499,7.43255
7426,2019HU1261058,3.0,8,1.0,senior,Graduate,male,1,9.08962,7.46573
7427,2017000097643,2.0,6,1.0,senior,High-school,female,1,9.02822,7.49753
7428,2020HU0946220,2.0,6,1.0,senior,High-school,male,1,9.00957,7.45917
7429,2020HU1125606,1.0,7,,adult,Bachelor,female,5,9.06708,7.42357
7430,2020HU1125606,1.0,7,,adult,Bachelor,female,5,9.06709,7.42357
7431,2020HU1125606,1.0,7,,adult,Bachelor,female,5,9.06708,7.42357
7432,2020HU1125606,1.0,7,,adult,Bachelor,female,5,9.06709,7.42357
7433,2020HU1125606,1.0,7,,adult,Bachelor,female,5,9.06708,7.42357
7434,2020HU0226018,2.0,4,0.0,senior,Bachelor,female,1,9.07654,7.44328
7435,2021HU0064882,2.0,7,2.0,senior,college,male,1,8.97606,7.4859
7436,2017000590330,2.0,8,0.0,senior,Bachelor,male,1,9.15077,7.32265
7437,2017001233114,2.0,4,0.0,adult,Graduate,female,1,9.01445,7.49266
7438,2017001174463,2.0,8,1.0,adult,High-school,male,1,9.06343,7.45897
7439,2019HU0239755,2.0,5,0.0,senior,High-school,male,1,9.06518,7.37984
7440,2017001105473,3.0,6,2.0,adult,Bachelor,male,1,8.95639,7.55407
7441,2019HU0849999,2.0,6,2.0,adult,High-school,female,1,9.06745,7.46525
7442,2020HU0019655,3.0,6,1.0,senior,college,male,1,8.97708,7.36873
7443,2020HU0360695,3.0,8,2.0,senior,High-school,male,1,9.05474,7.46755
7444,2020HU0177771,3.0,7,,senior,High-school,female,1,9.06694,7.44349
7445,2017000041466,3.0,5,1.0,senior,High-school,female,1,9.11428,7.42153
7446,2018HU0125562,2.0,8,2.0,adult,High-school,male,1,9.02915,7.48177
7447,2019HU0037220,2.0,6,2.0,adult,college,male,1,9.07898,7.40245
